,aruco_IDs,aruco_Corners,Timestamps
8101,[[4]],"(array([[[718., 740.],
        [821., 740.],
        [815., 838.],
        [714., 840.]]], dtype=float32),)",324627
8102,[[4]],"(array([[[720., 738.],
        [822., 738.],
        [816., 836.],
        [715., 838.]]], dtype=float32),)",324667
8103,[[4]],"(array([[[721., 735.],
        [824., 736.],
        [817., 834.],
        [716., 835.]]], dtype=float32),)",324707
8104,[[4]],"(array([[[722., 734.],
        [825., 735.],
        [818., 832.],
        [718., 835.]]], dtype=float32),)",324747
8105,[[4]],"(array([[[724., 733.],
        [826., 734.],
        [820., 831.],
        [718., 832.]]], dtype=float32),)",324787
8106,[[4]],"(array([[[725., 733.],
        [827., 734.],
        [821., 831.],
        [720., 833.]]], dtype=float32),)",324827
8107,[[4]],"(array([[[725., 733.],
        [828., 734.],
        [821., 831.],
        [720., 833.]]], dtype=float32),)",324868
8108,[[4]],"(array([[[726., 732.],
        [828., 733.],
        [822., 831.],
        [721., 832.]]], dtype=float32),)",324908
8109,[[4]],"(array([[[728., 730.],
        [831., 732.],
        [824., 829.],
        [723., 829.]]], dtype=float32),)",324948
8110,[[4]],"(array([[[733., 727.],
        [834., 729.],
        [827., 826.],
        [727., 826.]]], dtype=float32),)",324988
8111,[[4]],"(array([[[740., 724.],
        [841., 726.],
        [833., 823.],
        [734., 823.]]], dtype=float32),)",325028
8112,[[4]],"(array([[[748., 723.],
        [851., 726.],
        [842., 822.],
        [743., 820.]]], dtype=float32),)",325068
8113,[[4]],"(array([[[762., 722.],
        [863., 726.],
        [855., 822.],
        [756., 820.]]], dtype=float32),)",325108
8114,[[4]],"(array([[[775., 724.],
        [875., 729.],
        [867., 825.],
        [768., 823.]]], dtype=float32),)",325148
8115,[[4]],"(array([[[785., 728.],
        [887., 734.],
        [878., 829.],
        [779., 826.]]], dtype=float32),)",325188
8116,[[4]],"(array([[[796., 732.],
        [895., 738.],
        [887., 834.],
        [788., 830.]]], dtype=float32),)",325228
8117,[[4]],"(array([[[802., 736.],
        [903., 742.],
        [894., 838.],
        [796., 835.]]], dtype=float32),)",325268
8118,[[4]],"(array([[[806., 739.],
        [907., 744.],
        [899., 841.],
        [800., 837.]]], dtype=float32),)",325308
8119,[[4]],"(array([[[809., 742.],
        [911., 748.],
        [902., 844.],
        [803., 840.]]], dtype=float32),)",325348
8120,[[4]],"(array([[[812., 744.],
        [912., 748.],
        [904., 846.],
        [805., 841.]]], dtype=float32),)",325388
8121,[[4]],"(array([[[814., 745.],
        [915., 750.],
        [906., 847.],
        [807., 842.]]], dtype=float32),)",325428
8122,[[4]],"(array([[[818., 745.],
        [917., 750.],
        [909., 847.],
        [810., 843.]]], dtype=float32),)",325468
8123,[[4]],"(array([[[821., 746.],
        [921., 751.],
        [912., 848.],
        [814., 844.]]], dtype=float32),)",325508
8124,[[4]],"(array([[[825., 748.],
        [926., 754.],
        [916., 850.],
        [819., 845.]]], dtype=float32),)",325549
8125,[[4]],"(array([[[830., 749.],
        [930., 754.],
        [921., 851.],
        [823., 847.]]], dtype=float32),)",325589
8126,[[4]],"(array([[[834., 749.],
        [933., 755.],
        [924., 852.],
        [826., 847.]]], dtype=float32),)",325629
8127,[[4]],"(array([[[834., 750.],
        [934., 756.],
        [924., 853.],
        [826., 848.]]], dtype=float32),)",325669
8128,[[4]],"(array([[[833., 750.],
        [933., 756.],
        [922., 853.],
        [825., 848.]]], dtype=float32),)",325709
8129,[[4]],"(array([[[831., 749.],
        [931., 756.],
        [921., 852.],
        [823., 847.]]], dtype=float32),)",325749
8130,[[4]],"(array([[[829., 749.],
        [929., 754.],
        [919., 851.],
        [821., 846.]]], dtype=float32),)",325789
8131,[[4]],"(array([[[826., 748.],
        [926., 753.],
        [916., 850.],
        [819., 846.]]], dtype=float32),)",325829
8132,"[[  4]
 [190]]","(array([[[823., 746.],
        [922., 752.],
        [913., 848.],
        [815., 844.]]], dtype=float32), array([[[1380.,  190.],
        [1091.,  160.],
        [1124.,  107.],
        [1436.,  154.]]], dtype=float32))",325869
8133,[[4]],"(array([[[818., 745.],
        [918., 750.],
        [909., 846.],
        [811., 843.]]], dtype=float32),)",325909
8134,[[4]],"(array([[[813., 742.],
        [912., 747.],
        [904., 843.],
        [805., 839.]]], dtype=float32),)",325949
8135,[[4]],"(array([[[807., 739.],
        [907., 743.],
        [899., 840.],
        [801., 837.]]], dtype=float32),)",325990
8136,[[4]],"(array([[[803., 736.],
        [903., 740.],
        [895., 836.],
        [796., 833.]]], dtype=float32),)",326030
8137,[[4]],"(array([[[799., 733.],
        [899., 737.],
        [891., 833.],
        [793., 831.]]], dtype=float32),)",326070
8138,[[4]],"(array([[[796., 732.],
        [896., 735.],
        [889., 832.],
        [790., 831.]]], dtype=float32),)",326110
8139,[[4]],"(array([[[794., 733.],
        [894., 736.],
        [887., 832.],
        [788., 831.]]], dtype=float32),)",326150
8140,[[4]],"(array([[[792., 734.],
        [892., 737.],
        [884., 834.],
        [786., 832.]]], dtype=float32),)",326190
8141,[[4]],"(array([[[790., 736.],
        [891., 738.],
        [884., 835.],
        [785., 833.]]], dtype=float32),)",326230
8142,"[[  4]
 [190]]","(array([[[790., 736.],
        [890., 739.],
        [883., 835.],
        [784., 834.]]], dtype=float32), array([[[1328.,  172.],
        [1052.,  143.],
        [1082.,   90.],
        [1393.,  134.]]], dtype=float32))",326270
8143,[[4]],"(array([[[788., 736.],
        [889., 738.],
        [882., 835.],
        [784., 835.]]], dtype=float32),)",326310
8144,"[[  4]
 [190]]","(array([[[788., 736.],
        [888., 738.],
        [881., 835.],
        [782., 834.]]], dtype=float32), array([[[1087.,   77.],
        [1397.,  136.],
        [1326.,  172.],
        [1042.,  132.]]], dtype=float32))",326350
8145,[[4]],"(array([[[786., 737.],
        [887., 739.],
        [880., 836.],
        [781., 835.]]], dtype=float32),)",326390
8146,[[4]],"(array([[[786., 738.],
        [886., 740.],
        [879., 837.],
        [780., 836.]]], dtype=float32),)",326430
8147,[[4]],"(array([[[785., 738.],
        [886., 741.],
        [879., 837.],
        [780., 837.]]], dtype=float32),)",326470
8148,[[4]],"(array([[[785., 739.],
        [885., 741.],
        [878., 838.],
        [779., 837.]]], dtype=float32),)",326510
8149,[[4]],"(array([[[784., 740.],
        [885., 742.],
        [878., 839.],
        [779., 838.]]], dtype=float32),)",326550
8150,[[4]],"(array([[[785., 741.],
        [885., 743.],
        [878., 841.],
        [779., 839.]]], dtype=float32),)",326590
8151,[[4]],"(array([[[785., 742.],
        [885., 744.],
        [879., 841.],
        [779., 840.]]], dtype=float32),)",326631
8152,[[4]],"(array([[[785., 742.],
        [885., 744.],
        [878., 841.],
        [780., 840.]]], dtype=float32),)",326671
8153,[[4]],"(array([[[785., 741.],
        [885., 743.],
        [878., 841.],
        [780., 840.]]], dtype=float32),)",326711
8154,[[4]],"(array([[[786., 741.],
        [885., 743.],
        [878., 841.],
        [780., 840.]]], dtype=float32),)",326751
8155,[[4]],"(array([[[786., 742.],
        [886., 744.],
        [880., 841.],
        [780., 840.]]], dtype=float32),)",326791
8156,[[4]],"(array([[[787., 742.],
        [887., 744.],
        [881., 841.],
        [781., 840.]]], dtype=float32),)",326831
8157,[[4]],"(array([[[787., 741.],
        [888., 744.],
        [881., 840.],
        [782., 840.]]], dtype=float32),)",326871
8158,[[4]],"(array([[[786., 740.],
        [887., 742.],
        [880., 838.],
        [781., 838.]]], dtype=float32),)",326911
8159,[[4]],"(array([[[784., 738.],
        [884., 740.],
        [877., 837.],
        [778., 836.]]], dtype=float32),)",326951
8160,[[4]],"(array([[[779., 737.],
        [879., 739.],
        [871., 836.],
        [773., 835.]]], dtype=float32),)",326991
8161,[[4]],"(array([[[773., 736.],
        [874., 738.],
        [867., 834.],
        [768., 833.]]], dtype=float32),)",327031
8162,[[4]],"(array([[[774., 733.],
        [875., 735.],
        [869., 831.],
        [770., 831.]]], dtype=float32),)",327072
8163,[[4]],"(array([[[780., 730.],
        [880., 731.],
        [874., 828.],
        [776., 828.]]], dtype=float32),)",327112
8164,[[4]],"(array([[[787., 727.],
        [887., 729.],
        [881., 825.],
        [782., 824.]]], dtype=float32),)",327152
8165,[[4]],"(array([[[790., 724.],
        [891., 726.],
        [884., 822.],
        [786., 822.]]], dtype=float32),)",327192
8166,[[4]],"(array([[[789., 722.],
        [890., 724.],
        [883., 820.],
        [785., 819.]]], dtype=float32),)",327232
8167,[[4]],"(array([[[786., 719.],
        [885., 721.],
        [878., 817.],
        [780., 816.]]], dtype=float32),)",327272
8168,[[4]],"(array([[[782., 716.],
        [881., 718.],
        [875., 814.],
        [776., 813.]]], dtype=float32),)",327312
8169,[[4]],"(array([[[781., 714.],
        [881., 716.],
        [874., 812.],
        [776., 810.]]], dtype=float32),)",327352
8170,[[4]],"(array([[[787., 713.],
        [887., 715.],
        [880., 811.],
        [783., 810.]]], dtype=float32),)",327392
8171,[[4]],"(array([[[796., 713.],
        [897., 714.],
        [890., 810.],
        [793., 808.]]], dtype=float32),)",327432
8172,[[4]],"(array([[[806., 712.],
        [906., 713.],
        [900., 809.],
        [803., 808.]]], dtype=float32),)",327472
8173,[[4]],"(array([[[809., 711.],
        [909., 713.],
        [902., 808.],
        [804., 807.]]], dtype=float32),)",327512
8174,[[4]],"(array([[[800., 710.],
        [900., 712.],
        [892., 806.],
        [795., 805.]]], dtype=float32),)",327552
8175,[[4]],"(array([[[788., 707.],
        [888., 710.],
        [880., 804.],
        [782., 803.]]], dtype=float32),)",327592
8176,[[4]],"(array([[[779., 704.],
        [879., 707.],
        [871., 802.],
        [773., 801.]]], dtype=float32),)",327632
8177,[[4]],"(array([[[775., 704.],
        [876., 706.],
        [870., 801.],
        [772., 801.]]], dtype=float32),)",327672
8178,[[4]],"(array([[[780., 703.],
        [881., 706.],
        [875., 800.],
        [777., 799.]]], dtype=float32),)",327712
8179,[[4]],"(array([[[790., 703.],
        [890., 706.],
        [885., 800.],
        [786., 799.]]], dtype=float32),)",327753
8180,[[4]],"(array([[[798., 703.],
        [897., 706.],
        [891., 801.],
        [793., 799.]]], dtype=float32),)",327793
8181,[[4]],"(array([[[798., 704.],
        [898., 706.],
        [891., 801.],
        [794., 801.]]], dtype=float32),)",327833
8182,[[4]],"(array([[[792., 705.],
        [891., 708.],
        [883., 803.],
        [785., 802.]]], dtype=float32),)",327873
8183,[[4]],"(array([[[780., 708.],
        [881., 710.],
        [873., 805.],
        [775., 805.]]], dtype=float32),)",327913
8184,[[4]],"(array([[[776., 708.],
        [876., 711.],
        [869., 806.],
        [771., 806.]]], dtype=float32),)",327953
8185,[[4]],"(array([[[780., 708.],
        [880., 711.],
        [873., 806.],
        [776., 806.]]], dtype=float32),)",327993
8186,[[4]],"(array([[[787., 708.],
        [887., 710.],
        [881., 805.],
        [783., 804.]]], dtype=float32),)",328033
8187,[[4]],"(array([[[791., 707.],
        [891., 709.],
        [884., 805.],
        [786., 803.]]], dtype=float32),)",328073
8188,[[4]],"(array([[[791., 707.],
        [890., 710.],
        [884., 805.],
        [785., 804.]]], dtype=float32),)",328113
8189,[[4]],"(array([[[784., 709.],
        [884., 710.],
        [878., 806.],
        [779., 805.]]], dtype=float32),)",328153
8190,[[4]],"(array([[[778., 709.],
        [878., 710.],
        [872., 806.],
        [773., 805.]]], dtype=float32),)",328194
8191,[[4]],"(array([[[777., 708.],
        [877., 710.],
        [871., 805.],
        [772., 804.]]], dtype=float32),)",328234
8192,[[4]],"(array([[[781., 707.],
        [881., 710.],
        [874., 805.],
        [777., 804.]]], dtype=float32),)",328274
8193,[[4]],"(array([[[786., 707.],
        [886., 709.],
        [880., 804.],
        [782., 804.]]], dtype=float32),)",328314
8194,[[4]],"(array([[[789., 707.],
        [889., 708.],
        [883., 804.],
        [785., 804.]]], dtype=float32),)",328354
8195,[[4]],"(array([[[789., 706.],
        [889., 708.],
        [882., 804.],
        [785., 803.]]], dtype=float32),)",328394
8196,[[4]],"(array([[[787., 706.],
        [887., 708.],
        [880., 804.],
        [782., 802.]]], dtype=float32),)",328434
8197,[[4]],"(array([[[784., 706.],
        [883., 708.],
        [876., 804.],
        [778., 803.]]], dtype=float32),)",328474
8198,[[4]],"(array([[[782., 706.],
        [881., 708.],
        [875., 804.],
        [777., 803.]]], dtype=float32),)",328514
8199,[[4]],"(array([[[786., 706.],
        [885., 708.],
        [879., 804.],
        [781., 802.]]], dtype=float32),)",328554
8200,[[4]],"(array([[[792., 705.],
        [892., 708.],
        [885., 803.],
        [788., 802.]]], dtype=float32),)",328594
8201,[[4]],"(array([[[794., 705.],
        [894., 708.],
        [888., 802.],
        [790., 802.]]], dtype=float32),)",328634
8202,[[4]],"(array([[[792., 705.],
        [892., 708.],
        [885., 803.],
        [787., 802.]]], dtype=float32),)",328674
8203,[[4]],"(array([[[789., 705.],
        [889., 709.],
        [882., 803.],
        [784., 803.]]], dtype=float32),)",328714
8204,[[4]],"(array([[[787., 705.],
        [887., 708.],
        [880., 803.],
        [782., 802.]]], dtype=float32),)",328754
8205,[[4]],"(array([[[790., 705.],
        [889., 707.],
        [883., 803.],
        [785., 802.]]], dtype=float32),)",328794
8206,[[4]],"(array([[[792., 706.],
        [892., 708.],
        [886., 804.],
        [788., 803.]]], dtype=float32),)",328834
8207,"[[  4]
 [216]]","(array([[[793., 706.],
        [892., 709.],
        [884., 805.],
        [787., 803.]]], dtype=float32), array([[[1226.,  533.],
        [1258.,  540.],
        [1224.,  548.],
        [1218.,  535.]]], dtype=float32))",328875
8208,[[4]],"(array([[[788., 707.],
        [889., 710.],
        [882., 804.],
        [784., 804.]]], dtype=float32),)",328915
8209,[[4]],"(array([[[784., 706.],
        [885., 708.],
        [878., 803.],
        [780., 803.]]], dtype=float32),)",328955
8210,[[4]],"(array([[[785., 704.],
        [884., 707.],
        [878., 802.],
        [780., 802.]]], dtype=float32),)",328995
8211,[[4]],"(array([[[786., 705.],
        [887., 708.],
        [880., 803.],
        [783., 802.]]], dtype=float32),)",329035
8212,[[4]],"(array([[[790., 705.],
        [890., 709.],
        [883., 803.],
        [785., 802.]]], dtype=float32),)",329075
8213,[[4]],"(array([[[790., 706.],
        [890., 709.],
        [883., 804.],
        [785., 803.]]], dtype=float32),)",329115
8214,[[4]],"(array([[[789., 707.],
        [889., 710.],
        [881., 805.],
        [784., 804.]]], dtype=float32),)",329155
8215,[[4]],"(array([[[786., 708.],
        [887., 710.],
        [879., 806.],
        [781., 804.]]], dtype=float32),)",329195
8216,[[4]],"(array([[[785., 709.],
        [886., 712.],
        [878., 807.],
        [781., 806.]]], dtype=float32),)",329235
8217,[[4]],"(array([[[786., 710.],
        [887., 712.],
        [879., 808.],
        [782., 807.]]], dtype=float32),)",329275
8218,[[4]],"(array([[[788., 709.],
        [888., 712.],
        [881., 807.],
        [783., 806.]]], dtype=float32),)",329316
8219,[[4]],"(array([[[788., 708.],
        [888., 710.],
        [880., 806.],
        [784., 805.]]], dtype=float32),)",329356
8220,[[4]],"(array([[[788., 707.],
        [888., 710.],
        [880., 805.],
        [782., 804.]]], dtype=float32),)",329396
8221,[[4]],"(array([[[786., 708.],
        [886., 710.],
        [879., 806.],
        [781., 804.]]], dtype=float32),)",329436
8222,[[4]],"(array([[[786., 708.],
        [887., 711.],
        [879., 806.],
        [781., 804.]]], dtype=float32),)",329476
8223,"[[  4]
 [216]]","(array([[[787., 708.],
        [888., 711.],
        [880., 807.],
        [782., 804.]]], dtype=float32), array([[[1222.,  535.],
        [1254.,  543.],
        [1220.,  550.],
        [1212.,  537.]]], dtype=float32))",329516
8224,[[4]],"(array([[[788., 709.],
        [889., 712.],
        [882., 807.],
        [784., 806.]]], dtype=float32),)",329556
8225,[[4]],"(array([[[790., 708.],
        [890., 712.],
        [882., 807.],
        [785., 806.]]], dtype=float32),)",329596
8226,[[4]],"(array([[[790., 708.],
        [890., 712.],
        [882., 807.],
        [785., 806.]]], dtype=float32),)",329636
8227,[[4]],"(array([[[790., 708.],
        [889., 711.],
        [882., 807.],
        [784., 805.]]], dtype=float32),)",329676
8228,[[4]],"(array([[[789., 707.],
        [889., 711.],
        [881., 806.],
        [784., 805.]]], dtype=float32),)",329716
8229,[[4]],"(array([[[790., 706.],
        [889., 709.],
        [882., 805.],
        [784., 804.]]], dtype=float32),)",329756
8230,[[4]],"(array([[[790., 705.],
        [889., 708.],
        [882., 804.],
        [784., 802.]]], dtype=float32),)",329796
8231,[[4]],"(array([[[788., 705.],
        [888., 709.],
        [880., 804.],
        [782., 802.]]], dtype=float32),)",329836
8232,[[4]],"(array([[[784., 706.],
        [884., 709.],
        [877., 804.],
        [779., 804.]]], dtype=float32),)",329876
8233,[[4]],"(array([[[783., 707.],
        [883., 710.],
        [875., 806.],
        [778., 805.]]], dtype=float32),)",329916
8234,[[4]],"(array([[[788., 709.],
        [889., 712.],
        [881., 807.],
        [783., 805.]]], dtype=float32),)",329957
8235,[[4]],"(array([[[801., 709.],
        [900., 712.],
        [894., 806.],
        [795., 805.]]], dtype=float32),)",329997
8236,[[4]],"(array([[[811., 708.],
        [912., 711.],
        [905., 805.],
        [806., 804.]]], dtype=float32),)",330037
8237,[[4]],"(array([[[814., 706.],
        [914., 710.],
        [907., 804.],
        [809., 803.]]], dtype=float32),)",330077
8238,[[4]],"(array([[[807., 706.],
        [906., 709.],
        [899., 804.],
        [801., 803.]]], dtype=float32),)",330117
8239,[[4]],"(array([[[798., 706.],
        [897., 709.],
        [890., 804.],
        [792., 803.]]], dtype=float32),)",330157
8240,[[4]],"(array([[[794., 706.],
        [893., 709.],
        [886., 805.],
        [788., 802.]]], dtype=float32),)",330197
8241,[[4]],"(array([[[797., 706.],
        [896., 710.],
        [889., 805.],
        [791., 803.]]], dtype=float32),)",330237
8242,[[4]],"(array([[[803., 707.],
        [902., 710.],
        [895., 806.],
        [798., 804.]]], dtype=float32),)",330277
8243,[[4]],"(array([[[808., 707.],
        [907., 712.],
        [900., 806.],
        [802., 804.]]], dtype=float32),)",330317
8244,[[4]],"(array([[[805., 708.],
        [904., 712.],
        [896., 807.],
        [799., 805.]]], dtype=float32),)",330357
8245,[[4]],"(array([[[799., 709.],
        [898., 712.],
        [890., 808.],
        [792., 806.]]], dtype=float32),)",330398
8246,[[4]],"(array([[[797., 710.],
        [896., 713.],
        [888., 809.],
        [791., 808.]]], dtype=float32),)",330438
8247,[[4]],"(array([[[799., 711.],
        [898., 714.],
        [890., 810.],
        [793., 808.]]], dtype=float32),)",330478
8248,[[4]],"(array([[[801., 711.],
        [900., 714.],
        [892., 810.],
        [795., 808.]]], dtype=float32),)",330518
8249,[[4]],"(array([[[801., 711.],
        [900., 714.],
        [892., 810.],
        [795., 808.]]], dtype=float32),)",330558
8250,[[4]],"(array([[[799., 711.],
        [898., 714.],
        [890., 810.],
        [793., 809.]]], dtype=float32),)",330598
8251,[[4]],"(array([[[795., 712.],
        [895., 715.],
        [887., 810.],
        [789., 809.]]], dtype=float32),)",330638
8252,[[4]],"(array([[[794., 712.],
        [894., 715.],
        [886., 811.],
        [789., 809.]]], dtype=float32),)",330678
8253,[[4]],"(array([[[796., 711.],
        [895., 714.],
        [888., 810.],
        [791., 809.]]], dtype=float32),)",330718
8254,[[4]],"(array([[[797., 711.],
        [897., 714.],
        [890., 809.],
        [793., 808.]]], dtype=float32),)",330758
8255,[[4]],"(array([[[798., 710.],
        [897., 713.],
        [890., 809.],
        [792., 806.]]], dtype=float32),)",330798
8256,[[4]],"(array([[[796., 710.],
        [896., 713.],
        [888., 808.],
        [791., 807.]]], dtype=float32),)",330838
8257,[[4]],"(array([[[795., 709.],
        [894., 712.],
        [886., 808.],
        [789., 807.]]], dtype=float32),)",330878
8258,[[4]],"(array([[[795., 710.],
        [895., 713.],
        [888., 808.],
        [790., 807.]]], dtype=float32),)",330918
8259,[[4]],"(array([[[798., 711.],
        [898., 714.],
        [890., 809.],
        [793., 808.]]], dtype=float32),)",330958
8260,[[4]],"(array([[[800., 711.],
        [899., 714.],
        [892., 809.],
        [795., 808.]]], dtype=float32),)",330998
8261,[[4]],"(array([[[800., 710.],
        [899., 714.],
        [892., 809.],
        [794., 808.]]], dtype=float32),)",331038
8262,[[4]],"(array([[[798., 710.],
        [897., 713.],
        [890., 809.],
        [792., 808.]]], dtype=float32),)",331079
8263,[[4]],"(array([[[797., 711.],
        [896., 714.],
        [888., 810.],
        [791., 808.]]], dtype=float32),)",331119
8264,[[4]],"(array([[[797., 712.],
        [897., 714.],
        [890., 810.],
        [792., 809.]]], dtype=float32),)",331159
8265,[[4]],"(array([[[799., 712.],
        [899., 715.],
        [892., 810.],
        [794., 809.]]], dtype=float32),)",331199
8266,[[4]],"(array([[[801., 711.],
        [900., 715.],
        [892., 811.],
        [795., 809.]]], dtype=float32),)",331239
8267,[[4]],"(array([[[800., 712.],
        [900., 715.],
        [892., 811.],
        [795., 810.]]], dtype=float32),)",331279
8268,[[4]],"(array([[[800., 713.],
        [899., 716.],
        [892., 812.],
        [794., 811.]]], dtype=float32),)",331319
8269,[[4]],"(array([[[799., 715.],
        [899., 718.],
        [891., 814.],
        [794., 813.]]], dtype=float32),)",331359
8270,[[4]],"(array([[[799., 718.],
        [899., 721.],
        [892., 817.],
        [794., 815.]]], dtype=float32),)",331399
8271,[[4]],"(array([[[800., 720.],
        [899., 723.],
        [892., 820.],
        [794., 818.]]], dtype=float32),)",331439
8272,[[4]],"(array([[[800., 723.],
        [900., 726.],
        [893., 822.],
        [796., 821.]]], dtype=float32),)",331479
8273,[[4]],"(array([[[802., 724.],
        [901., 726.],
        [894., 823.],
        [796., 821.]]], dtype=float32),)",331520
8274,[[4]],"(array([[[803., 722.],
        [902., 725.],
        [895., 821.],
        [797., 818.]]], dtype=float32),)",331560
8275,[[4]],"(array([[[804., 719.],
        [903., 722.],
        [896., 818.],
        [798., 816.]]], dtype=float32),)",331600
8276,[[4]],"(array([[[804., 718.],
        [903., 720.],
        [897., 816.],
        [798., 815.]]], dtype=float32),)",331640
8277,[[4]],"(array([[[804., 716.],
        [903., 720.],
        [896., 815.],
        [798., 813.]]], dtype=float32),)",331680
8278,[[4]],"(array([[[804., 717.],
        [902., 720.],
        [895., 817.],
        [798., 815.]]], dtype=float32),)",331720
8279,[[4]],"(array([[[802., 720.],
        [901., 723.],
        [894., 820.],
        [796., 817.]]], dtype=float32),)",331760
8280,[[4]],"(array([[[802., 723.],
        [901., 726.],
        [894., 823.],
        [796., 821.]]], dtype=float32),)",331800
8281,[[4]],"(array([[[803., 726.],
        [903., 729.],
        [896., 825.],
        [797., 823.]]], dtype=float32),)",331840
8282,[[4]],"(array([[[805., 726.],
        [904., 729.],
        [897., 825.],
        [799., 823.]]], dtype=float32),)",331880
8283,[[4]],"(array([[[806., 724.],
        [905., 727.],
        [898., 823.],
        [800., 821.]]], dtype=float32),)",331920
8284,[[4]],"(array([[[806., 722.],
        [906., 726.],
        [898., 821.],
        [801., 820.]]], dtype=float32),)",331960
8285,[[4]],"(array([[[806., 723.],
        [905., 726.],
        [897., 822.],
        [800., 820.]]], dtype=float32),)",332000
8286,[[4]],"(array([[[805., 725.],
        [905., 728.],
        [898., 824.],
        [800., 823.]]], dtype=float32),)",332040
8287,[[4]],"(array([[[805., 728.],
        [905., 731.],
        [897., 827.],
        [799., 826.]]], dtype=float32),)",332080
8288,[[4]],"(array([[[806., 730.],
        [905., 733.],
        [898., 829.],
        [800., 828.]]], dtype=float32),)",332120
8289,[[4]],"(array([[[807., 730.],
        [906., 734.],
        [898., 830.],
        [801., 828.]]], dtype=float32),)",332161
8290,[[4]],"(array([[[808., 729.],
        [907., 733.],
        [900., 828.],
        [802., 826.]]], dtype=float32),)",332201
8291,[[4]],"(array([[[809., 725.],
        [908., 729.],
        [900., 824.],
        [803., 822.]]], dtype=float32),)",332241
8292,[[4]],"(array([[[809., 720.],
        [908., 724.],
        [901., 819.],
        [804., 818.]]], dtype=float32),)",332281
8293,[[4]],"(array([[[809., 718.],
        [908., 722.],
        [901., 817.],
        [803., 815.]]], dtype=float32),)",332321
8294,[[4]],"(array([[[809., 718.],
        [908., 723.],
        [900., 818.],
        [802., 816.]]], dtype=float32),)",332361
8295,[[4]],"(array([[[807., 721.],
        [907., 724.],
        [899., 820.],
        [802., 819.]]], dtype=float32),)",332401
8296,[[4]],"(array([[[807., 724.],
        [906., 727.],
        [898., 824.],
        [801., 822.]]], dtype=float32),)",332441
8297,[[4]],"(array([[[807., 727.],
        [906., 730.],
        [898., 827.],
        [801., 825.]]], dtype=float32),)",332481
8298,[[4]],"(array([[[808., 728.],
        [907., 732.],
        [900., 828.],
        [802., 826.]]], dtype=float32),)",332521
8299,[[4]],"(array([[[810., 727.],
        [909., 732.],
        [902., 826.],
        [803., 824.]]], dtype=float32),)",332561
8300,[[4]],"(array([[[810., 724.],
        [909., 728.],
        [901., 824.],
        [804., 822.]]], dtype=float32),)",332602
8301,[[4]],"(array([[[810., 721.],
        [909., 725.],
        [901., 820.],
        [804., 818.]]], dtype=float32),)",332642
8302,[[4]],"(array([[[808., 720.],
        [908., 724.],
        [900., 819.],
        [803., 818.]]], dtype=float32),)",332682
8303,[[4]],"(array([[[808., 721.],
        [907., 725.],
        [899., 821.],
        [801., 818.]]], dtype=float32),)",332722
8304,[[4]],"(array([[[808., 724.],
        [907., 728.],
        [899., 824.],
        [802., 823.]]], dtype=float32),)",332762
8305,[[4]],"(array([[[807., 728.],
        [907., 731.],
        [899., 828.],
        [802., 826.]]], dtype=float32),)",332802
8306,"[[  4]
 [190]]","(array([[[808., 730.],
        [907., 733.],
        [900., 829.],
        [802., 827.]]], dtype=float32), array([[[1336.,  174.],
        [1066.,  129.],
        [1099.,   83.],
        [1411.,  132.]]], dtype=float32))",332842
8307,[[4]],"(array([[[809., 729.],
        [908., 733.],
        [901., 828.],
        [803., 826.]]], dtype=float32),)",332882
8308,[[4]],"(array([[[810., 727.],
        [909., 730.],
        [901., 826.],
        [804., 825.]]], dtype=float32),)",332922
8309,[[4]],"(array([[[809., 726.],
        [909., 730.],
        [900., 826.],
        [803., 823.]]], dtype=float32),)",332962
8310,[[4]],"(array([[[808., 728.],
        [908., 731.],
        [900., 827.],
        [803., 826.]]], dtype=float32),)",333002
8311,[[4]],"(array([[[808., 730.],
        [908., 733.],
        [900., 829.],
        [803., 828.]]], dtype=float32),)",333042
8312,[[4]],"(array([[[808., 731.],
        [908., 734.],
        [901., 830.],
        [803., 828.]]], dtype=float32),)",333082
8313,[[4]],"(array([[[809., 730.],
        [908., 734.],
        [901., 830.],
        [803., 828.]]], dtype=float32),)",333122
8314,[[4]],"(array([[[808., 730.],
        [908., 733.],
        [901., 829.],
        [803., 827.]]], dtype=float32),)",333162
8315,[[4]],"(array([[[808., 730.],
        [908., 733.],
        [901., 829.],
        [803., 827.]]], dtype=float32),)",333202
8316,[[4]],"(array([[[808., 730.],
        [908., 733.],
        [900., 829.],
        [803., 827.]]], dtype=float32),)",333242
8317,[[4]],"(array([[[809., 729.],
        [908., 733.],
        [900., 829.],
        [803., 827.]]], dtype=float32),)",333283
8318,[[4]],"(array([[[808., 729.],
        [908., 733.],
        [899., 829.],
        [802., 826.]]], dtype=float32),)",333323
8319,[[4]],"(array([[[808., 730.],
        [907., 734.],
        [899., 830.],
        [801., 828.]]], dtype=float32),)",333363
8320,[[4]],"(array([[[806., 732.],
        [906., 735.],
        [899., 831.],
        [800., 829.]]], dtype=float32),)",333403
8321,"[[24]
 [ 4]]","(array([[[1230.,  819.],
        [1224.,  812.],
        [1225.,  765.],
        [1232.,  779.]]], dtype=float32), array([[[806., 733.],
        [906., 736.],
        [899., 832.],
        [801., 830.]]], dtype=float32))",333443
8322,[[4]],"(array([[[807., 732.],
        [907., 736.],
        [900., 831.],
        [801., 829.]]], dtype=float32),)",333483
