Timestamps,aruco_IDs,aruco_Corners
46243,[[4]],"(array([[[1074.,  770.],
        [1186.,  777.],
        [1180.,  884.],
        [1069.,  873.]]], dtype=float32),)"
46283,[[4]],"(array([[[1074.,  770.],
        [1186.,  778.],
        [1180.,  884.],
        [1069.,  874.]]], dtype=float32),)"
46323,[[4]],"(array([[[1074.,  771.],
        [1187.,  780.],
        [1180.,  885.],
        [1070.,  876.]]], dtype=float32),)"
46364,[[4]],"(array([[[1074.,  773.],
        [1187.,  781.],
        [1180.,  887.],
        [1070.,  877.]]], dtype=float32),)"
46404,[[4]],"(array([[[1074.,  774.],
        [1187.,  782.],
        [1180.,  888.],
        [1070.,  878.]]], dtype=float32),)"
46444,[[4]],"(array([[[1074.,  775.],
        [1187.,  784.],
        [1180.,  889.],
        [1069.,  879.]]], dtype=float32),)"
46484,[[4]],"(array([[[1073.,  776.],
        [1186.,  784.],
        [1179.,  891.],
        [1069.,  880.]]], dtype=float32),)"
46524,[[4]],"(array([[[1073.,  778.],
        [1185.,  786.],
        [1179.,  892.],
        [1069.,  882.]]], dtype=float32),)"
46564,[[4]],"(array([[[1073.,  780.],
        [1185.,  788.],
        [1178.,  895.],
        [1068.,  884.]]], dtype=float32),)"
46604,[[4]],"(array([[[1073.,  782.],
        [1185.,  790.],
        [1180.,  896.],
        [1069.,  886.]]], dtype=float32),)"
46644,[[4]],"(array([[[1074.,  783.],
        [1186.,  791.],
        [1180.,  897.],
        [1070.,  887.]]], dtype=float32),)"
46684,[[4]],"(array([[[1075.,  783.],
        [1187.,  792.],
        [1180.,  898.],
        [1070.,  887.]]], dtype=float32),)"
46724,[[4]],"(array([[[1075.,  784.],
        [1187.,  792.],
        [1181.,  899.],
        [1070.,  888.]]], dtype=float32),)"
46764,[[4]],"(array([[[1075.,  785.],
        [1187.,  793.],
        [1182.,  899.],
        [1070.,  889.]]], dtype=float32),)"
46804,[[4]],"(array([[[1075.,  784.],
        [1187.,  793.],
        [1181.,  899.],
        [1070.,  889.]]], dtype=float32),)"
46844,[[4]],"(array([[[1074.,  784.],
        [1187.,  792.],
        [1181.,  898.],
        [1070.,  888.]]], dtype=float32),)"
46884,[[4]],"(array([[[1074.,  783.],
        [1186.,  791.],
        [1180.,  897.],
        [1069.,  887.]]], dtype=float32),)"
46924,[[4]],"(array([[[1075.,  783.],
        [1187.,  792.],
        [1180.,  898.],
        [1070.,  887.]]], dtype=float32),)"
46964,[[4]],"(array([[[1075.,  784.],
        [1187.,  792.],
        [1180.,  899.],
        [1070.,  888.]]], dtype=float32),)"
47004,[[4]],"(array([[[1075.,  784.],
        [1187.,  792.],
        [1181.,  899.],
        [1071.,  888.]]], dtype=float32),)"
47045,[[4]],"(array([[[1075.,  784.],
        [1188.,  792.],
        [1182.,  898.],
        [1071.,  888.]]], dtype=float32),)"
47085,[[4]],"(array([[[1076.,  784.],
        [1188.,  791.],
        [1182.,  899.],
        [1072.,  888.]]], dtype=float32),)"
47125,[[4]],"(array([[[1076.,  784.],
        [1189.,  792.],
        [1182.,  899.],
        [1072.,  888.]]], dtype=float32),)"
47165,[[4]],"(array([[[1077.,  783.],
        [1189.,  791.],
        [1184.,  898.],
        [1073.,  888.]]], dtype=float32),)"
47205,[[4]],"(array([[[1077.,  782.],
        [1189.,  790.],
        [1182.,  897.],
        [1072.,  886.]]], dtype=float32),)"
47245,[[4]],"(array([[[1076.,  781.],
        [1188.,  789.],
        [1182.,  896.],
        [1071.,  885.]]], dtype=float32),)"
47285,[[4]],"(array([[[1076.,  781.],
        [1188.,  789.],
        [1182.,  895.],
        [1071.,  885.]]], dtype=float32),)"
47325,[[4]],"(array([[[1076.,  781.],
        [1189.,  790.],
        [1183.,  895.],
        [1072.,  886.]]], dtype=float32),)"
47365,[[4]],"(array([[[1076.,  781.],
        [1189.,  789.],
        [1184.,  895.],
        [1072.,  885.]]], dtype=float32),)"
47405,[[4]],"(array([[[1077.,  781.],
        [1189.,  789.],
        [1184.,  895.],
        [1072.,  884.]]], dtype=float32),)"
47445,[[4]],"(array([[[1077.,  781.],
        [1189.,  789.],
        [1184.,  895.],
        [1073.,  885.]]], dtype=float32),)"
47486,[[4]],"(array([[[1077.,  781.],
        [1190.,  788.],
        [1184.,  895.],
        [1073.,  884.]]], dtype=float32),)"
47526,[[4]],"(array([[[1078.,  781.],
        [1191.,  788.],
        [1184.,  895.],
        [1074.,  884.]]], dtype=float32),)"
47566,[[4]],"(array([[[1079.,  780.],
        [1191.,  788.],
        [1186.,  894.],
        [1074.,  883.]]], dtype=float32),)"
47606,[[4]],"(array([[[1078.,  780.],
        [1191.,  787.],
        [1185.,  894.],
        [1074.,  883.]]], dtype=float32),)"
47646,[[4]],"(array([[[1078.,  779.],
        [1191.,  787.],
        [1185.,  893.],
        [1074.,  883.]]], dtype=float32),)"
47686,[[4]],"(array([[[1078.,  778.],
        [1190.,  786.],
        [1185.,  892.],
        [1074.,  882.]]], dtype=float32),)"
47726,[[4]],"(array([[[1077.,  777.],
        [1190.,  785.],
        [1184.,  891.],
        [1073.,  881.]]], dtype=float32),)"
47766,[[4]],"(array([[[1078.,  775.],
        [1190.,  784.],
        [1184.,  889.],
        [1073.,  879.]]], dtype=float32),)"
47806,[[4]],"(array([[[1076.,  774.],
        [1189.,  782.],
        [1183.,  887.],
        [1072.,  878.]]], dtype=float32),)"
47846,[[4]],"(array([[[1075.,  773.],
        [1187.,  781.],
        [1181.,  887.],
        [1071.,  877.]]], dtype=float32),)"
47886,[[4]],"(array([[[1073.,  773.],
        [1185.,  781.],
        [1179.,  887.],
        [1069.,  877.]]], dtype=float32),)"
47926,[[4]],"(array([[[1072.,  774.],
        [1184.,  782.],
        [1178.,  887.],
        [1067.,  877.]]], dtype=float32),)"
47966,[[4]],"(array([[[1071.,  775.],
        [1183.,  782.],
        [1177.,  888.],
        [1067.,  879.]]], dtype=float32),)"
48006,[[4]],"(array([[[1071.,  776.],
        [1183.,  784.],
        [1177.,  890.],
        [1067.,  880.]]], dtype=float32),)"
48046,[[4]],"(array([[[1072.,  778.],
        [1184.,  786.],
        [1178.,  892.],
        [1067.,  881.]]], dtype=float32),)"
48086,[[4]],"(array([[[1072.,  780.],
        [1184.,  787.],
        [1179.,  894.],
        [1068.,  884.]]], dtype=float32),)"
48126,[[4]],"(array([[[1071.,  781.],
        [1184.,  789.],
        [1178.,  895.],
        [1067.,  885.]]], dtype=float32),)"
48167,[[4]],"(array([[[1071.,  781.],
        [1183.,  789.],
        [1177.,  895.],
        [1066.,  885.]]], dtype=float32),)"
48207,[[4]],"(array([[[1071.,  781.],
        [1182.,  789.],
        [1176.,  896.],
        [1066.,  886.]]], dtype=float32),)"
48247,[[4]],"(array([[[1069.,  782.],
        [1182.,  790.],
        [1176.,  896.],
        [1065.,  886.]]], dtype=float32),)"
48287,[[4]],"(array([[[1069.,  783.],
        [1181.,  790.],
        [1176.,  897.],
        [1065.,  887.]]], dtype=float32),)"
48327,[[4]],"(array([[[1068.,  784.],
        [1180.,  791.],
        [1175.,  898.],
        [1064.,  888.]]], dtype=float32),)"
48367,[[4]],"(array([[[1067.,  786.],
        [1179.,  793.],
        [1174.,  900.],
        [1063.,  890.]]], dtype=float32),)"
48407,[[4]],"(array([[[1067.,  787.],
        [1179.,  794.],
        [1174.,  901.],
        [1063.,  891.]]], dtype=float32),)"
48447,[[4]],"(array([[[1067.,  787.],
        [1179.,  794.],
        [1174.,  901.],
        [1063.,  892.]]], dtype=float32),)"
48487,[[4]],"(array([[[1066.,  787.],
        [1179.,  794.],
        [1173.,  901.],
        [1063.,  892.]]], dtype=float32),)"
48527,[[4]],"(array([[[1066.,  787.],
        [1178.,  794.],
        [1172.,  901.],
        [1062.,  891.]]], dtype=float32),)"
48567,[[4]],"(array([[[1065.,  787.],
        [1178.,  795.],
        [1173.,  900.],
        [1062.,  891.]]], dtype=float32),)"
48608,[[4]],"(array([[[1065.,  787.],
        [1178.,  795.],
        [1172.,  901.],
        [1062.,  892.]]], dtype=float32),)"
48648,[[4]],"(array([[[1066.,  787.],
        [1178.,  795.],
        [1173.,  901.],
        [1062.,  892.]]], dtype=float32),)"
48688,[[4]],"(array([[[1067.,  787.],
        [1179.,  796.],
        [1174.,  901.],
        [1063.,  892.]]], dtype=float32),)"
48728,[[4]],"(array([[[1068.,  787.],
        [1180.,  796.],
        [1174.,  902.],
        [1063.,  891.]]], dtype=float32),)"
48768,[[4]],"(array([[[1069.,  787.],
        [1180.,  795.],
        [1175.,  902.],
        [1064.,  892.]]], dtype=float32),)"
48808,[[4]],"(array([[[1070.,  787.],
        [1181.,  795.],
        [1176.,  902.],
        [1065.,  892.]]], dtype=float32),)"
48848,[[4]],"(array([[[1070.,  787.],
        [1183.,  796.],
        [1176.,  902.],
        [1066.,  892.]]], dtype=float32),)"
48888,[[4]],"(array([[[1070.,  787.],
        [1183.,  795.],
        [1177.,  902.],
        [1066.,  891.]]], dtype=float32),)"
48928,[[4]],"(array([[[1071.,  786.],
        [1183.,  794.],
        [1177.,  901.],
        [1066.,  891.]]], dtype=float32),)"
48968,[[4]],"(array([[[1071.,  785.],
        [1183.,  794.],
        [1177.,  900.],
        [1066.,  890.]]], dtype=float32),)"
49008,[[4]],"(array([[[1071.,  785.],
        [1183.,  793.],
        [1176.,  900.],
        [1066.,  889.]]], dtype=float32),)"
49048,[[4]],"(array([[[1072.,  784.],
        [1184.,  793.],
        [1178.,  899.],
        [1066.,  888.]]], dtype=float32),)"
49088,[[4]],"(array([[[1072.,  784.],
        [1185.,  793.],
        [1178.,  899.],
        [1067.,  888.]]], dtype=float32),)"
49128,[[4]],"(array([[[1072.,  784.],
        [1185.,  793.],
        [1178.,  899.],
        [1067.,  888.]]], dtype=float32),)"
49168,[[4]],"(array([[[1072.,  784.],
        [1185.,  793.],
        [1178.,  899.],
        [1067.,  888.]]], dtype=float32),)"
49208,[[4]],"(array([[[1072.,  784.],
        [1185.,  793.],
        [1179.,  899.],
        [1067.,  889.]]], dtype=float32),)"
49249,[[4]],"(array([[[1072.,  784.],
        [1185.,  793.],
        [1178.,  900.],
        [1067.,  889.]]], dtype=float32),)"
49289,[[4]],"(array([[[1072.,  785.],
        [1185.,  793.],
        [1178.,  900.],
        [1067.,  889.]]], dtype=float32),)"
49329,[[4]],"(array([[[1072.,  785.],
        [1185.,  794.],
        [1178.,  900.],
        [1067.,  890.]]], dtype=float32),)"
49369,[[4]],"(array([[[1072.,  786.],
        [1184.,  794.],
        [1178.,  901.],
        [1067.,  891.]]], dtype=float32),)"
49409,[[4]],"(array([[[1072.,  786.],
        [1185.,  796.],
        [1178.,  901.],
        [1067.,  891.]]], dtype=float32),)"
49449,[[4]],"(array([[[1072.,  787.],
        [1185.,  796.],
        [1178.,  903.],
        [1067.,  891.]]], dtype=float32),)"
49489,[[4]],"(array([[[1072.,  788.],
        [1185.,  796.],
        [1179.,  903.],
        [1068.,  893.]]], dtype=float32),)"
49529,[[4]],"(array([[[1072.,  788.],
        [1185.,  797.],
        [1178.,  904.],
        [1067.,  892.]]], dtype=float32),)"
49569,[[4]],"(array([[[1072.,  789.],
        [1185.,  798.],
        [1178.,  905.],
        [1067.,  893.]]], dtype=float32),)"
49609,[[4]],"(array([[[1072.,  789.],
        [1185.,  798.],
        [1178.,  905.],
        [1067.,  893.]]], dtype=float32),)"
49649,[[4]],"(array([[[1072.,  789.],
        [1185.,  798.],
        [1179.,  905.],
        [1067.,  894.]]], dtype=float32),)"
49690,[[4]],"(array([[[1072.,  789.],
        [1184.,  798.],
        [1178.,  905.],
        [1067.,  894.]]], dtype=float32),)"
49730,[[4]],"(array([[[1071.,  789.],
        [1184.,  798.],
        [1178.,  904.],
        [1066.,  893.]]], dtype=float32),)"
49770,[[4]],"(array([[[1070.,  789.],
        [1183.,  797.],
        [1177.,  904.],
        [1066.,  893.]]], dtype=float32),)"
49810,[[4]],"(array([[[1070.,  788.],
        [1183.,  797.],
        [1177.,  903.],
        [1066.,  893.]]], dtype=float32),)"
49850,[[4]],"(array([[[1071.,  787.],
        [1183.,  796.],
        [1176.,  903.],
        [1066.,  892.]]], dtype=float32),)"
49890,[[4]],"(array([[[1070.,  787.],
        [1183.,  795.],
        [1176.,  902.],
        [1065.,  891.]]], dtype=float32),)"
49930,[[4]],"(array([[[1069.,  787.],
        [1182.,  795.],
        [1176.,  902.],
        [1065.,  891.]]], dtype=float32),)"
49970,[[4]],"(array([[[1069.,  787.],
        [1181.,  795.],
        [1176.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50010,[[4]],"(array([[[1069.,  787.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  890.]]], dtype=float32),)"
50050,[[4]],"(array([[[1069.,  787.],
        [1182.,  796.],
        [1176.,  901.],
        [1064.,  890.]]], dtype=float32),)"
50090,[[4]],"(array([[[1069.,  787.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50130,[[4]],"(array([[[1069.,  786.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50170,[[4]],"(array([[[1069.,  786.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50210,[[4]],"(array([[[1069.,  786.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50250,[[4]],"(array([[[1069.,  786.],
        [1181.,  795.],
        [1175.,  901.],
        [1064.,  891.]]], dtype=float32),)"
50290,[[4]],"(array([[[1069.,  787.],
        [1181.,  795.],
        [1174.,  902.],
        [1064.,  892.]]], dtype=float32),)"
50330,[[4]],"(array([[[1069.,  787.],
        [1181.,  796.],
        [1174.,  903.],
        [1063.,  891.]]], dtype=float32),)"
50371,[[4]],"(array([[[1068.,  788.],
        [1180.,  796.],
        [1174.,  903.],
        [1063.,  892.]]], dtype=float32),)"
50411,[[4]],"(array([[[1068.,  788.],
        [1180.,  796.],
        [1174.,  903.],
        [1063.,  893.]]], dtype=float32),)"
50451,[[4]],"(array([[[1067.,  789.],
        [1180.,  797.],
        [1174.,  904.],
        [1063.,  893.]]], dtype=float32),)"
50491,[[4]],"(array([[[1067.,  789.],
        [1180.,  798.],
        [1174.,  904.],
        [1063.,  894.]]], dtype=float32),)"
50531,[[4]],"(array([[[1067.,  789.],
        [1179.,  797.],
        [1174.,  904.],
        [1062.,  893.]]], dtype=float32),)"
50571,[[4]],"(array([[[1067.,  789.],
        [1179.,  797.],
        [1174.,  904.],
        [1062.,  893.]]], dtype=float32),)"
50611,[[4]],"(array([[[1068.,  789.],
        [1180.,  798.],
        [1174.,  904.],
        [1063.,  894.]]], dtype=float32),)"
50651,[[4]],"(array([[[1068.,  790.],
        [1180.,  798.],
        [1174.,  905.],
        [1063.,  894.]]], dtype=float32),)"
50691,[[4]],"(array([[[1068.,  790.],
        [1181.,  799.],
        [1175.,  905.],
        [1063.,  895.]]], dtype=float32),)"
50731,[[4]],"(array([[[1068.,  790.],
        [1180.,  798.],
        [1175.,  905.],
        [1063.,  895.]]], dtype=float32),)"
50771,[[4]],"(array([[[1068.,  791.],
        [1180.,  799.],
        [1174.,  907.],
        [1063.,  895.]]], dtype=float32),)"
50812,[[4]],"(array([[[1068.,  792.],
        [1181.,  799.],
        [1175.,  907.],
        [1064.,  897.]]], dtype=float32),)"
50852,[[4]],"(array([[[1069.,  792.],
        [1182.,  800.],
        [1176.,  907.],
        [1064.,  896.]]], dtype=float32),)"
50892,[[4]],"(array([[[1069.,  792.],
        [1182.,  800.],
        [1176.,  907.],
        [1064.,  896.]]], dtype=float32),)"
50932,[[4]],"(array([[[1068.,  792.],
        [1181.,  800.],
        [1175.,  907.],
        [1064.,  897.]]], dtype=float32),)"
50972,[[4]],"(array([[[1069.,  792.],
        [1181.,  800.],
        [1175.,  907.],
        [1064.,  897.]]], dtype=float32),)"
51012,[[4]],"(array([[[1070.,  792.],
        [1182.,  801.],
        [1175.,  908.],
        [1065.,  898.]]], dtype=float32),)"
51052,[[4]],"(array([[[1070.,  792.],
        [1182.,  801.],
        [1176.,  908.],
        [1065.,  897.]]], dtype=float32),)"
51092,[[4]],"(array([[[1069.,  793.],
        [1183.,  802.],
        [1176.,  908.],
        [1065.,  898.]]], dtype=float32),)"
51132,[[4]],"(array([[[1070.,  793.],
        [1182.,  801.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51172,[[4]],"(array([[[1069.,  793.],
        [1182.,  802.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51212,[[4]],"(array([[[1070.,  793.],
        [1182.,  802.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51252,[[4]],"(array([[[1070.,  793.],
        [1183.,  802.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51292,[[4]],"(array([[[1070.,  793.],
        [1183.,  802.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51332,[[4]],"(array([[[1070.,  793.],
        [1182.,  801.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51372,[[4]],"(array([[[1070.,  793.],
        [1182.,  801.],
        [1176.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51412,[[4]],"(array([[[1069.,  793.],
        [1183.,  802.],
        [1176.,  909.],
        [1065.,  897.]]], dtype=float32),)"
51453,[[4]],"(array([[[1070.,  793.],
        [1183.,  801.],
        [1176.,  909.],
        [1065.,  897.]]], dtype=float32),)"
51493,[[4]],"(array([[[1071.,  793.],
        [1183.,  801.],
        [1177.,  909.],
        [1066.,  899.]]], dtype=float32),)"
51533,[[4]],"(array([[[1071.,  793.],
        [1183.,  802.],
        [1177.,  909.],
        [1066.,  899.]]], dtype=float32),)"
51573,[[4]],"(array([[[1070.,  794.],
        [1183.,  802.],
        [1177.,  909.],
        [1065.,  898.]]], dtype=float32),)"
51613,[[4]],"(array([[[1070.,  794.],
        [1183.,  802.],
        [1177.,  910.],
        [1065.,  898.]]], dtype=float32),)"
51653,[[4]],"(array([[[1071.,  794.],
        [1184.,  802.],
        [1178.,  910.],
        [1067.,  899.]]], dtype=float32),)"
