Timestamps,aruco_IDs,aruco_Corners
169987,[[4]],"(array([[[ 965.,  826.],
        [1076.,  828.],
        [1074.,  936.],
        [ 964.,  933.]]], dtype=float32),)"
170027,[[4]],"(array([[[ 964.,  832.],
        [1076.,  831.],
        [1075.,  940.],
        [ 966.,  939.]]], dtype=float32),)"
170067,[[4]],"(array([[[ 965.,  830.],
        [1077.,  830.],
        [1076.,  938.],
        [ 966.,  937.]]], dtype=float32),)"
170107,[[4]],"(array([[[ 966.,  828.],
        [1077.,  828.],
        [1077.,  937.],
        [ 967.,  936.]]], dtype=float32),)"
170147,[[4]],"(array([[[ 966.,  827.],
        [1076.,  827.],
        [1077.,  936.],
        [ 966.,  935.]]], dtype=float32),)"
170188,[[4]],"(array([[[ 965.,  826.],
        [1076.,  826.],
        [1076.,  935.],
        [ 965.,  933.]]], dtype=float32),)"
170228,[[4]],"(array([[[ 964.,  825.],
        [1076.,  825.],
        [1075.,  934.],
        [ 964.,  932.]]], dtype=float32),)"
170268,[[4]],"(array([[[ 963.,  824.],
        [1075.,  824.],
        [1074.,  933.],
        [ 964.,  931.]]], dtype=float32),)"
170308,[[4]],"(array([[[ 963.,  823.],
        [1074.,  823.],
        [1074.,  931.],
        [ 964.,  930.]]], dtype=float32),)"
170348,[[4]],"(array([[[ 963.,  821.],
        [1074.,  821.],
        [1074.,  929.],
        [ 963.,  928.]]], dtype=float32),)"
170388,[[4]],"(array([[[ 963.,  819.],
        [1074.,  819.],
        [1074.,  927.],
        [ 964.,  927.]]], dtype=float32),)"
170428,[[4]],"(array([[[ 962.,  819.],
        [1074.,  819.],
        [1073.,  926.],
        [ 963.,  926.]]], dtype=float32),)"
170468,[[4]],"(array([[[ 961.,  816.],
        [1072.,  816.],
        [1072.,  924.],
        [ 962.,  923.]]], dtype=float32),)"
170508,[[4]],"(array([[[ 961.,  812.],
        [1071.,  812.],
        [1072.,  919.],
        [ 961.,  919.]]], dtype=float32),)"
170548,[[4]],"(array([[[ 960.,  810.],
        [1071.,  810.],
        [1071.,  916.],
        [ 961.,  917.]]], dtype=float32),)"
170588,[[4]],"(array([[[ 959.,  809.],
        [1069.,  808.],
        [1069.,  916.],
        [ 960.,  915.]]], dtype=float32),)"
170628,[[4]],"(array([[[ 958.,  808.],
        [1070.,  809.],
        [1069.,  915.],
        [ 959.,  914.]]], dtype=float32),)"
170668,[[4]],"(array([[[ 959.,  807.],
        [1070.,  806.],
        [1069.,  914.],
        [ 960.,  913.]]], dtype=float32),)"
170708,[[4]],"(array([[[ 959.,  809.],
        [1070.,  808.],
        [1069.,  916.],
        [ 960.,  915.]]], dtype=float32),)"
170748,[[4]],"(array([[[ 959.,  810.],
        [1070.,  810.],
        [1069.,  917.],
        [ 960.,  917.]]], dtype=float32),)"
170788,[[4]],"(array([[[ 958.,  812.],
        [1069.,  811.],
        [1069.,  919.],
        [ 960.,  919.]]], dtype=float32),)"
170828,[[4]],"(array([[[ 958.,  811.],
        [1070.,  811.],
        [1068.,  918.],
        [ 959.,  917.]]], dtype=float32),)"
170869,[[4]],"(array([[[ 957.,  810.],
        [1069.,  809.],
        [1068.,  916.],
        [ 959.,  916.]]], dtype=float32),)"
170909,[[4]],"(array([[[ 956.,  810.],
        [1068.,  810.],
        [1067.,  917.],
        [ 957.,  916.]]], dtype=float32),)"
170949,[[4]],"(array([[[ 956.,  809.],
        [1067.,  809.],
        [1067.,  915.],
        [ 957.,  916.]]], dtype=float32),)"
170989,[[4]],"(array([[[ 955.,  808.],
        [1067.,  807.],
        [1066.,  914.],
        [ 957.,  914.]]], dtype=float32),)"
171029,[[4]],"(array([[[ 956.,  806.],
        [1067.,  806.],
        [1066.,  913.],
        [ 956.,  912.]]], dtype=float32),)"
171069,[[4]],"(array([[[ 955.,  807.],
        [1067.,  807.],
        [1065.,  914.],
        [ 956.,  913.]]], dtype=float32),)"
171109,[[4]],"(array([[[ 955.,  809.],
        [1067.,  808.],
        [1067.,  915.],
        [ 957.,  915.]]], dtype=float32),)"
171149,[[4]],"(array([[[ 955.,  810.],
        [1067.,  809.],
        [1067.,  916.],
        [ 956.,  916.]]], dtype=float32),)"
171189,[[4]],"(array([[[ 956.,  808.],
        [1067.,  808.],
        [1066.,  915.],
        [ 956.,  914.]]], dtype=float32),)"
171229,[[4]],"(array([[[ 955.,  807.],
        [1066.,  806.],
        [1066.,  913.],
        [ 957.,  913.]]], dtype=float32),)"
171269,[[4]],"(array([[[ 956.,  805.],
        [1067.,  805.],
        [1067.,  912.],
        [ 957.,  912.]]], dtype=float32),)"
171310,[[4]],"(array([[[ 957.,  805.],
        [1068.,  804.],
        [1068.,  911.],
        [ 958.,  911.]]], dtype=float32),)"
171350,[[4]],"(array([[[ 958.,  803.],
        [1069.,  802.],
        [1068.,  910.],
        [ 959.,  909.]]], dtype=float32),)"
171390,[[4]],"(array([[[ 960.,  802.],
        [1070.,  802.],
        [1070.,  909.],
        [ 960.,  909.]]], dtype=float32),)"
171430,[[4]],"(array([[[ 960.,  803.],
        [1071.,  802.],
        [1071.,  909.],
        [ 961.,  909.]]], dtype=float32),)"
171470,[[4]],"(array([[[ 962.,  804.],
        [1073.,  803.],
        [1073.,  911.],
        [ 963.,  910.]]], dtype=float32),)"
171510,[[4]],"(array([[[ 964.,  805.],
        [1076.,  805.],
        [1075.,  912.],
        [ 965.,  910.]]], dtype=float32),)"
171550,[[4]],"(array([[[ 966.,  805.],
        [1077.,  804.],
        [1077.,  912.],
        [ 967.,  911.]]], dtype=float32),)"
171590,[[4]],"(array([[[ 968.,  804.],
        [1079.,  805.],
        [1078.,  912.],
        [ 968.,  911.]]], dtype=float32),)"
171630,[[4]],"(array([[[ 968.,  804.],
        [1080.,  804.],
        [1080.,  911.],
        [ 970.,  910.]]], dtype=float32),)"
171670,[[4]],"(array([[[ 970.,  804.],
        [1081.,  804.],
        [1081.,  911.],
        [ 971.,  910.]]], dtype=float32),)"
171710,[[4]],"(array([[[ 972.,  804.],
        [1083.,  804.],
        [1083.,  911.],
        [ 973.,  910.]]], dtype=float32),)"
171750,[[4]],"(array([[[ 973.,  805.],
        [1085.,  806.],
        [1084.,  913.],
        [ 974.,  911.]]], dtype=float32),)"
171790,[[4]],"(array([[[ 974.,  807.],
        [1085.,  807.],
        [1085.,  915.],
        [ 976.,  914.]]], dtype=float32),)"
171830,[[4]],"(array([[[ 976.,  809.],
        [1087.,  810.],
        [1087.,  917.],
        [ 976.,  916.]]], dtype=float32),)"
171870,[[4]],"(array([[[ 977.,  811.],
        [1088.,  811.],
        [1088.,  919.],
        [ 978.,  918.]]], dtype=float32),)"
171910,[[4]],"(array([[[ 978.,  811.],
        [1089.,  811.],
        [1089.,  919.],
        [ 979.,  918.]]], dtype=float32),)"
171951,[[4]],"(array([[[ 979.,  813.],
        [1090.,  813.],
        [1090.,  921.],
        [ 980.,  919.]]], dtype=float32),)"
171991,[[4]],"(array([[[ 981.,  813.],
        [1093.,  816.],
        [1091.,  923.],
        [ 980.,  919.]]], dtype=float32),)"
172031,[[4]],"(array([[[ 981.,  816.],
        [1093.,  816.],
        [1092.,  924.],
        [ 982.,  921.]]], dtype=float32),)"
172071,[[4]],"(array([[[ 983.,  815.],
        [1094.,  817.],
        [1092.,  925.],
        [ 982.,  922.]]], dtype=float32),)"
172111,[[4]],"(array([[[ 984.,  817.],
        [1096.,  820.],
        [1093.,  927.],
        [ 983.,  924.]]], dtype=float32),)"
172151,[[4]],"(array([[[ 985.,  818.],
        [1097.,  820.],
        [1095.,  928.],
        [ 984.,  925.]]], dtype=float32),)"
172191,[[4]],"(array([[[ 986.,  817.],
        [1098.,  820.],
        [1095.,  928.],
        [ 985.,  924.]]], dtype=float32),)"
172231,[[4]],"(array([[[ 986.,  816.],
        [1097.,  818.],
        [1094.,  927.],
        [ 984.,  923.]]], dtype=float32),)"
172271,[[4]],"(array([[[ 984.,  816.],
        [1096.,  818.],
        [1094.,  926.],
        [ 983.,  923.]]], dtype=float32),)"
172311,[[4]],"(array([[[ 985.,  815.],
        [1095.,  818.],
        [1093.,  926.],
        [ 982.,  922.]]], dtype=float32),)"
172351,[[4]],"(array([[[ 984.,  814.],
        [1095.,  817.],
        [1093.,  924.],
        [ 982.,  920.]]], dtype=float32),)"
172392,[[4]],"(array([[[ 984.,  813.],
        [1095.,  815.],
        [1093.,  923.],
        [ 983.,  919.]]], dtype=float32),)"
172432,[[4]],"(array([[[ 984.,  812.],
        [1095.,  814.],
        [1092.,  922.],
        [ 983.,  918.]]], dtype=float32),)"
172472,[[4]],"(array([[[ 984.,  811.],
        [1095.,  814.],
        [1092.,  922.],
        [ 983.,  917.]]], dtype=float32),)"
172512,[[4]],"(array([[[ 985.,  812.],
        [1096.,  815.],
        [1093.,  923.],
        [ 983.,  918.]]], dtype=float32),)"
172552,[[4]],"(array([[[ 985.,  812.],
        [1097.,  816.],
        [1093.,  923.],
        [ 984.,  919.]]], dtype=float32),)"
172592,[[4]],"(array([[[ 985.,  812.],
        [1097.,  816.],
        [1094.,  922.],
        [ 984.,  919.]]], dtype=float32),)"
172632,[[4]],"(array([[[ 984.,  813.],
        [1096.,  816.],
        [1094.,  923.],
        [ 983.,  919.]]], dtype=float32),)"
172672,[[4]],"(array([[[ 984.,  813.],
        [1096.,  816.],
        [1094.,  923.],
        [ 983.,  918.]]], dtype=float32),)"
172712,[[4]],"(array([[[ 985.,  812.],
        [1096.,  814.],
        [1095.,  921.],
        [ 984.,  918.]]], dtype=float32),)"
172752,[[4]],"(array([[[ 985.,  810.],
        [1097.,  813.],
        [1094.,  920.],
        [ 984.,  916.]]], dtype=float32),)"
172792,[[4]],"(array([[[ 986.,  808.],
        [1097.,  811.],
        [1094.,  919.],
        [ 984.,  914.]]], dtype=float32),)"
172832,[[4]],"(array([[[ 986.,  807.],
        [1097.,  810.],
        [1095.,  917.],
        [ 984.,  913.]]], dtype=float32),)"
172872,[[4]],"(array([[[ 985.,  808.],
        [1097.,  810.],
        [1094.,  918.],
        [ 984.,  914.]]], dtype=float32),)"
172912,[[4]],"(array([[[ 986.,  808.],
        [1097.,  811.],
        [1094.,  919.],
        [ 984.,  915.]]], dtype=float32),)"
172952,[[4]],"(array([[[ 986.,  809.],
        [1097.,  812.],
        [1095.,  919.],
        [ 984.,  915.]]], dtype=float32),)"
172992,[[4]],"(array([[[ 987.,  809.],
        [1098.,  812.],
        [1095.,  920.],
        [ 985.,  916.]]], dtype=float32),)"
173032,[[4]],"(array([[[ 986.,  810.],
        [1098.,  812.],
        [1096.,  920.],
        [ 985.,  916.]]], dtype=float32),)"
173073,[[4]],"(array([[[ 986.,  809.],
        [1098.,  812.],
        [1095.,  919.],
        [ 985.,  916.]]], dtype=float32),)"
173113,[[4]],"(array([[[ 986.,  808.],
        [1097.,  811.],
        [1094.,  919.],
        [ 984.,  915.]]], dtype=float32),)"
173153,[[4]],"(array([[[ 984.,  809.],
        [1096.,  811.],
        [1094.,  918.],
        [ 983.,  915.]]], dtype=float32),)"
173193,[[4]],"(array([[[ 986.,  808.],
        [1097.,  811.],
        [1095.,  918.],
        [ 983.,  914.]]], dtype=float32),)"
173233,[[4]],"(array([[[ 986.,  808.],
        [1097.,  811.],
        [1094.,  919.],
        [ 984.,  915.]]], dtype=float32),)"
173273,[[4]],"(array([[[ 985.,  809.],
        [1097.,  811.],
        [1095.,  919.],
        [ 984.,  915.]]], dtype=float32),)"
173313,[[4]],"(array([[[ 986.,  809.],
        [1097.,  812.],
        [1094.,  920.],
        [ 984.,  916.]]], dtype=float32),)"
173353,[[4]],"(array([[[ 985.,  810.],
        [1097.,  812.],
        [1094.,  920.],
        [ 984.,  916.]]], dtype=float32),)"
173393,[[4]],"(array([[[ 985.,  810.],
        [1097.,  813.],
        [1094.,  920.],
        [ 983.,  916.]]], dtype=float32),)"
173433,[[4]],"(array([[[ 985.,  810.],
        [1096.,  813.],
        [1093.,  921.],
        [ 983.,  917.]]], dtype=float32),)"
173473,[[4]],"(array([[[ 984.,  810.],
        [1095.,  812.],
        [1093.,  920.],
        [ 982.,  916.]]], dtype=float32),)"
173514,[[4]],"(array([[[ 983.,  810.],
        [1095.,  812.],
        [1092.,  920.],
        [ 982.,  916.]]], dtype=float32),)"
173554,[[4]],"(array([[[ 984.,  809.],
        [1095.,  812.],
        [1092.,  920.],
        [ 982.,  916.]]], dtype=float32),)"
173594,[[4]],"(array([[[ 983.,  809.],
        [1095.,  811.],
        [1093.,  918.],
        [ 982.,  915.]]], dtype=float32),)"
173634,[[4]],"(array([[[ 983.,  807.],
        [1095.,  810.],
        [1092.,  917.],
        [ 982.,  913.]]], dtype=float32),)"
173674,[[4]],"(array([[[ 983.,  805.],
        [1094.,  807.],
        [1092.,  915.],
        [ 982.,  911.]]], dtype=float32),)"
173714,[[4]],"(array([[[ 982.,  804.],
        [1094.,  805.],
        [1092.,  912.],
        [ 982.,  909.]]], dtype=float32),)"
173754,[[4]],"(array([[[ 984.,  800.],
        [1095.,  802.],
        [1092.,  910.],
        [ 983.,  907.]]], dtype=float32),)"
173794,[[4]],"(array([[[ 984.,  799.],
        [1096.,  802.],
        [1093.,  908.],
        [ 983.,  904.]]], dtype=float32),)"
173834,[[4]],"(array([[[ 984.,  799.],
        [1095.,  801.],
        [1092.,  909.],
        [ 983.,  905.]]], dtype=float32),)"
173874,[[4]],"(array([[[ 984.,  801.],
        [1095.,  805.],
        [1092.,  912.],
        [ 982.,  908.]]], dtype=float32),)"
173914,[[4]],"(array([[[ 983.,  807.],
        [1094.,  810.],
        [1091.,  917.],
        [ 981.,  913.]]], dtype=float32),)"
173954,[[4]],"(array([[[ 983.,  809.],
        [1094.,  813.],
        [1091.,  920.],
        [ 981.,  916.]]], dtype=float32),)"
173994,[[4]],"(array([[[ 984.,  812.],
        [1094.,  815.],
        [1092.,  923.],
        [ 981.,  919.]]], dtype=float32),)"
174034,[[4]],"(array([[[ 983.,  814.],
        [1095.,  817.],
        [1092.,  925.],
        [ 981.,  920.]]], dtype=float32),)"
174074,[[4]],"(array([[[ 984.,  813.],
        [1094.,  816.],
        [1091.,  924.],
        [ 981.,  920.]]], dtype=float32),)"
174114,[[4]],"(array([[[ 983.,  812.],
        [1094.,  815.],
        [1091.,  923.],
        [ 981.,  919.]]], dtype=float32),)"
174155,[[4]],"(array([[[ 983.,  809.],
        [1094.,  812.],
        [1091.,  919.],
        [ 981.,  915.]]], dtype=float32),)"
174195,[[4]],"(array([[[ 983.,  804.],
        [1094.,  808.],
        [1091.,  914.],
        [ 981.,  910.]]], dtype=float32),)"
174235,[[4]],"(array([[[ 983.,  802.],
        [1093.,  805.],
        [1091.,  912.],
        [ 981.,  909.]]], dtype=float32),)"
174275,[[4]],"(array([[[ 982.,  801.],
        [1093.,  804.],
        [1090.,  911.],
        [ 981.,  907.]]], dtype=float32),)"
174315,[[4]],"(array([[[ 982.,  802.],
        [1093.,  804.],
        [1091.,  911.],
        [ 981.,  908.]]], dtype=float32),)"
174355,[[4]],"(array([[[ 982.,  802.],
        [1093.,  805.],
        [1091.,  912.],
        [ 981.,  909.]]], dtype=float32),)"
174395,[[4]],"(array([[[ 982.,  804.],
        [1093.,  806.],
        [1091.,  913.],
        [ 980.,  909.]]], dtype=float32),)"
174435,[[4]],"(array([[[ 982.,  805.],
        [1093.,  807.],
        [1090.,  915.],
        [ 981.,  911.]]], dtype=float32),)"
174475,[[4]],"(array([[[ 983.,  806.],
        [1094.,  808.],
        [1092.,  915.],
        [ 981.,  911.]]], dtype=float32),)"
174515,[[4]],"(array([[[ 984.,  807.],
        [1095.,  810.],
        [1092.,  917.],
        [ 982.,  914.]]], dtype=float32),)"
174555,[[4]],"(array([[[ 983.,  808.],
        [1094.,  810.],
        [1092.,  918.],
        [ 982.,  915.]]], dtype=float32),)"
174596,[[4]],"(array([[[ 982.,  807.],
        [1093.,  809.],
        [1092.,  916.],
        [ 981.,  913.]]], dtype=float32),)"
174636,[[4]],"(array([[[ 981.,  806.],
        [1092.,  808.],
        [1091.,  915.],
        [ 980.,  912.]]], dtype=float32),)"
174676,[[4]],"(array([[[ 980.,  806.],
        [1091.,  808.],
        [1090.,  915.],
        [ 980.,  913.]]], dtype=float32),)"
174716,[[4]],"(array([[[ 981.,  806.],
        [1092.,  810.],
        [1089.,  916.],
        [ 979.,  913.]]], dtype=float32),)"
174756,[[4]],"(array([[[ 979.,  807.],
        [1091.,  809.],
        [1089.,  916.],
        [ 978.,  913.]]], dtype=float32),)"
174796,[[4]],"(array([[[ 978.,  806.],
        [1089.,  808.],
        [1088.,  915.],
        [ 978.,  912.]]], dtype=float32),)"
174836,[[4]],"(array([[[ 977.,  805.],
        [1088.,  807.],
        [1087.,  914.],
        [ 976.,  911.]]], dtype=float32),)"
174876,[[4]],"(array([[[ 976.,  806.],
        [1088.,  807.],
        [1086.,  914.],
        [ 976.,  912.]]], dtype=float32),)"
174916,[[4]],"(array([[[ 977.,  806.],
        [1088.,  809.],
        [1085.,  916.],
        [ 976.,  913.]]], dtype=float32),)"
174956,[[4]],"(array([[[ 976.,  808.],
        [1087.,  809.],
        [1086.,  917.],
        [ 976.,  915.]]], dtype=float32),)"
174996,[[4]],"(array([[[ 976.,  808.],
        [1087.,  810.],
        [1086.,  917.],
        [ 976.,  915.]]], dtype=float32),)"
175036,[[4]],"(array([[[ 975.,  810.],
        [1086.,  810.],
        [1086.,  917.],
        [ 976.,  916.]]], dtype=float32),)"
175076,[[4]],"(array([[[ 975.,  811.],
        [1086.,  811.],
        [1086.,  918.],
        [ 976.,  917.]]], dtype=float32),)"
175116,[[4]],"(array([[[ 975.,  811.],
        [1086.,  811.],
        [1086.,  918.],
        [ 976.,  917.]]], dtype=float32),)"
175156,[[4]],"(array([[[ 975.,  811.],
        [1086.,  811.],
        [1085.,  919.],
        [ 976.,  917.]]], dtype=float32),)"
175196,[[4]],"(array([[[ 975.,  809.],
        [1085.,  810.],
        [1085.,  918.],
        [ 975.,  916.]]], dtype=float32),)"
175236,[[4]],"(array([[[ 974.,  809.],
        [1085.,  809.],
        [1085.,  916.],
        [ 975.,  916.]]], dtype=float32),)"
175277,[[4]],"(array([[[ 974.,  809.],
        [1085.,  809.],
        [1085.,  916.],
        [ 975.,  915.]]], dtype=float32),)"
175317,[[4]],"(array([[[ 974.,  809.],
        [1085.,  809.],
        [1085.,  916.],
        [ 974.,  915.]]], dtype=float32),)"
175357,[[4]],"(array([[[ 975.,  809.],
        [1086.,  810.],
        [1085.,  917.],
        [ 974.,  915.]]], dtype=float32),)"
175397,[[4]],"(array([[[ 975.,  809.],
        [1086.,  810.],
        [1085.,  918.],
        [ 976.,  916.]]], dtype=float32),)"
175437,[[4]],"(array([[[ 976.,  809.],
        [1087.,  811.],
        [1084.,  919.],
        [ 976.,  917.]]], dtype=float32),)"
175477,[[4]],"(array([[[ 975.,  810.],
        [1086.,  811.],
        [1086.,  918.],
        [ 976.,  917.]]], dtype=float32),)"
175517,[[4]],"(array([[[ 975.,  810.],
        [1087.,  811.],
        [1086.,  918.],
        [ 976.,  917.]]], dtype=float32),)"
175557,[[4]],"(array([[[ 976.,  810.],
        [1088.,  811.],
        [1087.,  918.],
        [ 977.,  917.]]], dtype=float32),)"
175597,[[4]],"(array([[[ 977.,  809.],
        [1088.,  810.],
        [1088.,  918.],
        [ 977.,  916.]]], dtype=float32),)"
175637,[[4]],"(array([[[ 977.,  809.],
        [1089.,  810.],
        [1088.,  917.],
        [ 978.,  915.]]], dtype=float32),)"
175677,[[4]],"(array([[[ 979.,  808.],
        [1090.,  811.],
        [1087.,  918.],
        [ 978.,  915.]]], dtype=float32),)"
175718,[[4]],"(array([[[ 980.,  808.],
        [1091.,  810.],
        [1090.,  917.],
        [ 980.,  915.]]], dtype=float32),)"
175758,[[4]],"(array([[[ 982.,  808.],
        [1094.,  811.],
        [1091.,  918.],
        [ 981.,  915.]]], dtype=float32),)"
175798,[[4]],"(array([[[ 985.,  808.],
        [1096.,  811.],
        [1094.,  918.],
        [ 983.,  915.]]], dtype=float32),)"
175838,[[4]],"(array([[[ 986.,  808.],
        [1098.,  811.],
        [1096.,  918.],
        [ 985.,  914.]]], dtype=float32),)"
175878,[[4]],"(array([[[ 988.,  810.],
        [1100.,  812.],
        [1099.,  919.],
        [ 988.,  916.]]], dtype=float32),)"
175918,[[4]],"(array([[[ 992.,  809.],
        [1103.,  812.],
        [1101.,  919.],
        [ 990.,  916.]]], dtype=float32),)"
175958,[[4]],"(array([[[ 994.,  806.],
        [1105.,  809.],
        [1103.,  917.],
        [ 992.,  913.]]], dtype=float32),)"
175998,[[4]],"(array([[[ 995.,  804.],
        [1107.,  807.],
        [1105.,  914.],
        [ 994.,  910.]]], dtype=float32),)"
176038,[[4]],"(array([[[ 997.,  800.],
        [1109.,  804.],
        [1105.,  911.],
        [ 995.,  906.]]], dtype=float32),)"
176078,[[4]],"(array([[[ 998.,  797.],
        [1110.,  801.],
        [1106.,  908.],
        [ 996.,  903.]]], dtype=float32),)"
176118,[[4]],"(array([[[1000.,  795.],
        [1111.,  799.],
        [1108.,  906.],
        [ 998.,  901.]]], dtype=float32),)"
176158,[[4]],"(array([[[1002.,  793.],
        [1113.,  797.],
        [1109.,  904.],
        [ 999.,  899.]]], dtype=float32),)"
176198,[[4]],"(array([[[1001.,  793.],
        [1113.,  797.],
        [1109.,  904.],
        [ 999.,  899.]]], dtype=float32),)"
176238,[[4]],"(array([[[1002.,  794.],
        [1114.,  799.],
        [1110.,  906.],
        [1000.,  900.]]], dtype=float32),)"
176278,[[4]],"(array([[[1005.,  795.],
        [1117.,  800.],
        [1112.,  907.],
        [1003.,  901.]]], dtype=float32),)"
176318,[[4]],"(array([[[1006.,  797.],
        [1119.,  802.],
        [1114.,  909.],
        [1004.,  903.]]], dtype=float32),)"
176358,[[4]],"(array([[[1006.,  797.],
        [1118.,  802.],
        [1114.,  909.],
        [1003.,  903.]]], dtype=float32),)"
176399,[[4]],"(array([[[1006.,  797.],
        [1118.,  801.],
        [1114.,  909.],
        [1004.,  903.]]], dtype=float32),)"
176439,[[4]],"(array([[[1008.,  795.],
        [1119.,  800.],
        [1115.,  907.],
        [1004.,  901.]]], dtype=float32),)"
176479,[[4]],"(array([[[1006.,  794.],
        [1119.,  799.],
        [1114.,  905.],
        [1003.,  899.]]], dtype=float32),)"
176519,[[4]],"(array([[[1004.,  793.],
        [1117.,  798.],
        [1112.,  904.],
        [1002.,  898.]]], dtype=float32),)"
176559,[[4]],"(array([[[1004.,  792.],
        [1116.,  796.],
        [1112.,  904.],
        [1002.,  898.]]], dtype=float32),)"
176599,[[4]],"(array([[[1005.,  793.],
        [1117.,  798.],
        [1113.,  904.],
        [1002.,  898.]]], dtype=float32),)"
176639,[[4]],"(array([[[1005.,  793.],
        [1117.,  798.],
        [1113.,  905.],
        [1002.,  899.]]], dtype=float32),)"
176679,[[4]],"(array([[[1004.,  794.],
        [1117.,  799.],
        [1113.,  905.],
        [1002.,  899.]]], dtype=float32),)"
176719,[[4]],"(array([[[1005.,  794.],
        [1117.,  800.],
        [1113.,  906.],
        [1002.,  900.]]], dtype=float32),)"
176759,[[4]],"(array([[[1003.,  796.],
        [1116.,  800.],
        [1112.,  907.],
        [1001.,  901.]]], dtype=float32),)"
176799,[[4]],"(array([[[1004.,  796.],
        [1115.,  800.],
        [1111.,  908.],
        [1000.,  902.]]], dtype=float32),)"
176840,[[4]],"(array([[[1003.,  797.],
        [1115.,  801.],
        [1111.,  909.],
        [1000.,  902.]]], dtype=float32),)"
176880,[[4]],"(array([[[1003.,  797.],
        [1115.,  801.],
        [1111.,  909.],
        [1000.,  903.]]], dtype=float32),)"
176920,[[4]],"(array([[[1002.,  797.],
        [1113.,  801.],
        [1109.,  909.],
        [ 999.,  903.]]], dtype=float32),)"
176960,[[4]],"(array([[[1001.,  797.],
        [1112.,  801.],
        [1109.,  909.],
        [ 998.,  903.]]], dtype=float32),)"
177000,[[4]],"(array([[[1000.,  798.],
        [1112.,  803.],
        [1107.,  910.],
        [ 997.,  903.]]], dtype=float32),)"
177040,[[4]],"(array([[[1000.,  799.],
        [1111.,  803.],
        [1108.,  911.],
        [ 997.,  905.]]], dtype=float32),)"
177080,[[4]],"(array([[[ 999.,  801.],
        [1111.,  804.],
        [1108.,  912.],
        [ 997.,  906.]]], dtype=float32),)"
177120,[[4]],"(array([[[1000.,  802.],
        [1112.,  807.],
        [1108.,  914.],
        [ 997.,  908.]]], dtype=float32),)"
177160,[[4]],"(array([[[1000.,  804.],
        [1112.,  809.],
        [1108.,  916.],
        [ 997.,  910.]]], dtype=float32),)"
177200,[[4]],"(array([[[1000.,  806.],
        [1112.,  810.],
        [1108.,  918.],
        [ 997.,  912.]]], dtype=float32),)"
177240,[[4]],"(array([[[1000.,  808.],
        [1112.,  812.],
        [1108.,  920.],
        [ 998.,  915.]]], dtype=float32),)"
177280,[[4]],"(array([[[1001.,  809.],
        [1113.,  814.],
        [1109.,  921.],
        [ 998.,  916.]]], dtype=float32),)"
177320,[[4]],"(array([[[1001.,  810.],
        [1113.,  815.],
        [1110.,  922.],
        [ 998.,  916.]]], dtype=float32),)"
177360,[[4]],"(array([[[1001.,  811.],
        [1113.,  816.],
        [1109.,  923.],
        [ 998.,  918.]]], dtype=float32),)"
177400,[[4]],"(array([[[1001.,  812.],
        [1113.,  817.],
        [1109.,  924.],
        [ 998.,  919.]]], dtype=float32),)"
177440,[[4]],"(array([[[1001.,  813.],
        [1113.,  818.],
        [1109.,  925.],
        [ 998.,  920.]]], dtype=float32),)"
177481,[[4]],"(array([[[1001.,  814.],
        [1113.,  819.],
        [1109.,  926.],
        [ 998.,  921.]]], dtype=float32),)"
177521,[[4]],"(array([[[1001.,  814.],
        [1113.,  819.],
        [1108.,  927.],
        [ 998.,  921.]]], dtype=float32),)"
177561,[[4]],"(array([[[1000.,  815.],
        [1112.,  819.],
        [1109.,  927.],
        [ 998.,  922.]]], dtype=float32),)"
177601,[[4]],"(array([[[1000.,  815.],
        [1112.,  820.],
        [1108.,  927.],
        [ 998.,  923.]]], dtype=float32),)"
177641,[[4]],"(array([[[1000.,  815.],
        [1112.,  820.],
        [1108.,  927.],
        [ 998.,  923.]]], dtype=float32),)"
177681,[[4]],"(array([[[1001.,  815.],
        [1112.,  820.],
        [1108.,  928.],
        [ 998.,  923.]]], dtype=float32),)"
177721,[[4]],"(array([[[1001.,  815.],
        [1112.,  820.],
        [1108.,  928.],
        [ 998.,  923.]]], dtype=float32),)"
177761,[[4]],"(array([[[1000.,  816.],
        [1112.,  820.],
        [1108.,  928.],
        [ 998.,  923.]]], dtype=float32),)"
177801,[[4]],"(array([[[1000.,  815.],
        [1112.,  820.],
        [1109.,  927.],
        [ 998.,  923.]]], dtype=float32),)"
177841,[[4]],"(array([[[1000.,  815.],
        [1112.,  820.],
        [1109.,  927.],
        [ 998.,  923.]]], dtype=float32),)"
177881,[[4]],"(array([[[1001.,  815.],
        [1112.,  819.],
        [1108.,  928.],
        [ 998.,  922.]]], dtype=float32),)"
177922,[[4]],"(array([[[1001.,  815.],
        [1113.,  820.],
        [1109.,  927.],
        [ 998.,  922.]]], dtype=float32),)"
177962,[[4]],"(array([[[1001.,  815.],
        [1113.,  820.],
        [1109.,  928.],
        [ 998.,  922.]]], dtype=float32),)"
178002,[[4]],"(array([[[1000.,  816.],
        [1113.,  820.],
        [1109.,  928.],
        [ 998.,  922.]]], dtype=float32),)"
178042,[[4]],"(array([[[1001.,  816.],
        [1113.,  820.],
        [1110.,  928.],
        [ 999.,  923.]]], dtype=float32),)"
178082,[[4]],"(array([[[1001.,  816.],
        [1113.,  820.],
        [1110.,  928.],
        [ 999.,  923.]]], dtype=float32),)"
