x_T x_A x_P
496.0 -499.5 -166.75
493.5 -504.0 -166.0
489.0 -504.0 -166.25
478.5 -504.0 -168.5
473.5 -503.5 -147.5
481.5 -503.5 -137.2
467.5 -503.5 -142.8
465.5 -503.5 -160.75
464.0 -503.5 -176.0
465.0 -503.5 -177.5
465.0 -504.5 -178.25
477.5 -505.0 -176.5
467.5 -505.0 -173.0
471.0 -505.0 -171.5
475.5 -504.5 -168.75
470.0 -490.5 -166.75
465.5 -490.5 -165.25
471.5 -490.5 -163.75
466.5 -490.5 -162.25
464.5 -491.0 -161.25
465.5 -491.0 -133.5
469.5 -491.0 29.5
469.5 -492.0 231.75
469.0 -492.5 327.5
470.0 -493.0 333.75
477.5 -494.0 338.25
480.5 -494.5 368.0
487.0 -494.5 685.75
480.0 -516.0 718.75
491.0 -516.0 728.75
493.0 -514.0 680.5
496.0 -515.5 764.75
497.5 -515.25 682.5
535.5 -514.25 707.25
534.0 -515.5 619.5
534.0 -516.25 645.0
533.5 -516.25 635.5
539.75 -516.0 633.5
511.25 -516.75 639.5
508.75 -515.75 617.5
521.0 -517.5 593.5
516.25 -517.5 602.5
503.25 -516.5 754.5
500.0 -500.0 656.5
494.25 -499.0 615.5
496.0 -499.0 659.5
498.0 -497.5 643.5
478.25 -496.5 609.5
507.25 -495.5 601.5
520.5 -494.75 604.5
520.75 -494.5 591.5
521.25 -481.5 591.0
514.75 -453.5 584.0
521.25 -432.16666666666663 593.0
526.25 -410.83333333333337 587.5
528.5 -482.5 396.5
532.0 -495.25 195.41666666666669
534.0 -493.0 10.638888888888914
528.0 -492.0 -174.13888888888886
528.25 -491.0 -358.91666666666663
525.0 -497.0 -509.25
519.0 -496.0 -541.75
530.5 -494.5 -479.5
491.5 -492.5 -479.75
489.0 -497.0 -481.5
465.0 -496.0 -505.0
485.5 -496.0 -530.25
465.0 -494.0 -529.0
461.0 -495.5 -526.5
457.5 -497.5 -527.75
457.5 -500.0 -516.25
453.5 -502.5 -508.25
453.0 -497.5 -504.75
482.5 -494.5 -502.0
460.5 -490.5 -500.5
495.5 -485.5 -498.15
481.5 -483.0 -496.35
492.0 -477.5 -494.25
521.5 -406.5625 -532.5
514.5 -402.8125 -530.5
469.5 -399.0625 -528.0
472.5 -395.3125 -535.5
472.0 -409.0 -543.25
475.5 -475.0 -532.0
476.0 -483.0 -526.0
469.0 -473.5 -526.5
529.5 -467.0 -522.0
493.5 -450.0 -515.5
457.0 -448.0 -521.5
471.0 -440.5 -526.5
435.5 -401.0 -429.0
461.5 -209.0 -286.1428571428571
497.0 -83.0 -254.71428571428572
478.5 -63.0 -223.28571428571428
535.0 25.82692307692308 -191.85714285714286
454.0 145.59615384615387 -172.25
453.0 265.36538461538464 -172.5
485.0 385.1346153846154 -174.25
525.0 504.90384615384613 -174.5
530.0 624.6730769230769 -206.0
489.0 700.5 -200.0
492.5 630.5 -200.25
480.5 597.5 -200.25
469.5 548.0 -201.0
476.5 577.5 -203.25
521.5 510.5 -245.0
522.0 498.0 -431.25
477.0 489.5 -553.25
471.5 486.0 -526.25
480.0 487.0 -521.5
476.5 489.5 -522.5
481.0 497.5 -523.0
496.0 511.0 -522.25
484.5 514.5 -522.0
468.5 518.0 -522.5
470.5 520.5 -522.5
467.0 580.0 -522.0
442.5 573.5 -521.5
466.5 541.0 -519.0
464.0 539.5 -518.0
472.5 535.5 -520.5
543.0 510.0 -521.25
520.0 426.1136363636364 -521.25
507.5 336.9318181818182 -521.0
459.5 247.74999999999997 -521.5
471.5 158.5681818181818 -521.0
444.5 69.3863636363636 -520.75
424.5 -20.15 -518.25
414.0 -110.74999999999999 -517.25
398.0 -201.35 -302.25
401.0 -291.94999999999993 -126.3
181.25806451612902 -382.54999999999995 -48.70000000000001
138.29032258064515 -491.0 1.5
95.32258064516128 -521.0 -29.0
52.35483870967742 -476.5 -17.0
9.387096774193537 -496.0 -16.0
-33.58064516129032 -489.0 -15.5
-76.5483870967742 -481.5 -16.75
-119.51612903225805 -477.5 -16.25
-162.48387096774195 -480.0 -18.5
-205.45161290322582 -486.5 100.5
-248.4193548387097 -494.0 365.75
-291.38709677419354 -499.0 559.0
-334.35483870967744 -502.0 600.5
-377.32258064516134 -501.0 602.5
-420.2903225806451 -492.5 678.25
-463.258064516129 -481.5 643.5
-458.0 -474.0 626.0
-457.5 -469.0 680.75
-449.0 -465.0 604.75
-554.5 -463.0 618.75
-503.325 -464.0 701.5
-280.625 -466.5 621.25
-57.92500000000001 -469.5 594.0
164.77499999999992 -473.5 632.75
387.47499999999997 -480.5 488.75
593.0 -487.0 177.25
595.5 -487.0 93.77272727272728
595.5 -489.0 40.13636363636364
593.0 -493.0 -13.5
587.0 -496.5 -67.13636363636363
596.5 -497.0 -120.77272727272727
628.5 -502.0 -174.4090909090909
569.0 -504.0 -228.04545454545453
576.55 -501.5 -281.68181818181813
611.95 -495.0 -335.31818181818176
668.5 -491.0 -388.95454545454544
632.5 -485.5 -442.59090909090907
599.0 -481.0 -583.25
595.5 -478.0 -502.75
590.5 -477.5 -506.5
591.0 -480.0 -511.75
598.5 -482.0 -536.25
614.0 -483.5 -526.0
620.5 -482.5 -557.0
630.0 -481.0 -556.0
630.0 -474.5 -588.75
627.0 -477.0 -556.25
620.5 -479.5 -518.5
616.0 -479.5 -524.5
550.0 -481.0 -542.5
516.0 -481.5 -536.5
586.0 -482.5 -534.25
586.5 -483.5 -517.25
589.0 -483.0 -508.5
585.5 -483.0 -511.75
579.5 -482.5 -510.25
580.5 -481.5 -504.6071428571429
557.0 -488.0 -503.03571428571433
498.5 -486.0 -501.46428571428567
511.0 -485.5 -499.8928571428571
516.0 -486.0 -502.25
520.0 -486.5 -498.5
527.0 -487.5 -510.5
542.0 -488.5 -505.25
537.0 -488.5 -499.25
538.0 -489.5 -501.25
567.5 -488.5 -511.5
503.25 -488.5 -510.75
547.25 -486.0 -487.0
556.5 -484.0 -489.5
551.5 -485.0 -492.5
536.0 -484.0 -493.25
527.5 -484.5 -493.25
503.0 -487.5 -489.75
510.5 -492.5 -496.0
510.0 -492.0 -479.5
510.0 -490.5 -476.25
509.5 -489.5 -477.0
512.5 -489.0 -443.42857142857144
516.5 -483.5 -439.1428571428571
489.5 -478.5 -434.8571428571429
469.5 -478.5 -430.57142857142856
469.0 -479.5 -431.25
483.5 -479.5 -477.5
465.0 -480.0 -495.0
486.5 -479.5 -497.5
495.0 -479.5 -502.75
476.0 -478.0 -488.5
469.5 -478.5 -520.75
487.5 -479.0 -574.5
471.875 -480.0 -599.75
486.0 -482.0 -580.25
515.0 -484.0 -574.25
461.0 -484.0 -570.5
493.0 -484.5 -569.0
515.0 -485.5 -564.5
494.5 -492.0 -426.5
491.0 -488.0 -197.75
501.0 -486.0 -176.25
521.0 -485.5 -170.5
487.5 -485.5 -169.25
489.0 -487.0 -179.5
501.0 -490.5 -188.5
495.0 -428.0 -191.5
493.0 -383.5 -194.25
495.0 -399.5 -196.0
499.0 -449.0 -186.25
494.5 -454.5 -180.75
495.5 -472.0 -177.30769230769232
500.0 -472.5 -176.53846153846155
501.0 -472.5 -175.76923076923077
499.0 -473.5 -175.0
479.0 -475.0 -174.23076923076923
443.5 -478.5 -173.46153846153845
492.0 -478.5 -172.69230769230768
495.0 -479.0 -171.9230769230769
490.0 -478.5 -171.15384615384613
491.0 -482.0 -170.38461538461536
510.0 -485.5 -169.61538461538464
435.0 -483.5 -168.84615384615387
481.0 -484.5 -168.0769230769231
516.5 -485.0 -173.5
526.0 -490.5 -168.25
535.0 -495.0 -172.25
480.5 -495.0 -182.5
486.0 -494.5 -183.25
466.0 -493.5 -185.75
472.5 -492.0 -186.75
497.0 -490.5 -186.25
526.5 -487.5 -184.25
527.5 -483.5 -185.5
531.5 -480.5 -187.5
542.5 -480.0 -187.75
548.0 -471.5 -187.75
550.0 -475.0 -193.21875
539.0 -477.0 -198.84375
537.0 -477.5 -204.46875
534.0 -476.5 -210.09375
537.0 -475.0 -195.5
535.5 -472.5 -186.25
542.5 -469.0 -184.5
568.5 -466.0 -184.25
584.0 -465.0 -183.5
565.5 -467.5 -185.0
562.0 -470.0 -305.0
474.0 -464.0 -373.0
465.0 -452.0 -459.75
434.5 -441.0 -473.5
468.5 -432.0 -473.25
465.5 -423.5 -501.75
498.5 -424.0 -513.5
447.0 -433.5 -519.5
503.0 -444.0 -506.75
501.5 -448.375 -497.5
503.25 -453.75 -504.0
493.25 -460.5 -497.0
503.25 -468.5 -502.5
456.0 -473.25 -499.0
454.5 -469.5 -511.0
454.25 -471.75 -514.5
500.25 -472.5 -515.5
523.75 -485.5 -514.5
466.75 -505.25 -514.5
479.0 -453.5 -513.5
479.25 -332.18548387096774 -521.5
476.25 -264.9274193548387 -505.41666666666663
474.0 -197.66935483870967 -463.08333333333337
436.5 -130.4112903225806 -420.75
438.25 -63.15322580645159 -423.5
474.5 4.104838709677438 -479.5
511.25 71.36290322580652 -538.5
462.0 138.62096774193554 -598.5
476.75 205.87903225806457 -592.5
521.25 273.1370967741936 -589.0
533.25 340.3951612903226 -585.0
553.75 407.65322580645164 -579.5
569.0 474.9112903225808 -575.0
568.75 542.1693548387098 -569.5
560.75 609.4274193548388 -525.0
562.25 676.6854838709678 -546.375
579.0 623.0 -575.0
512.0 635.5 -576.25
479.5 673.5 -574.75
437.5 557.5 -576.0
443.5 544.0 -581.25
476.0 538.0 -569.5
440.0 631.5 -562.75
443.0 674.0 -556.0
491.0 693.0 -551.25
482.0 624.0 -545.75
474.0 574.5 -540.75
435.0 559.5 -533.0
429.5 595.0 -526.5
418.0 582.5 -523.75
421.0 579.0 -524.25
513.5 581.0 -527.0
519.0 579.5 -530.75
523.0 576.0 -536.5
527.0 575.5 -540.75
532.0 575.5 -544.0
528.0 575.0 -544.5
535.5 571.5 -538.5
532.5 541.5 -530.0
515.0 536.5 -541.75
512.5 532.5 -542.0
518.0 525.5 -528.5
520.0 505.0 -431.0
516.5 409.7894736842105 -421.17499999999995
446.0 284.8421052631579 -392.07500000000005
450.43055555555554 159.89473684210526 -362.975
446.15277777777777 34.94736842105263 -333.875
441.875 -90.0 -304.775
437.59722222222223 -214.94736842105266 -275.67499999999995
433.31944444444446 -339.89473684210526 -246.575
429.04166666666663 -464.84210526315786 -217.475
424.7638888888889 -589.7894736842105 -188.37499999999997
420.4861111111111 -650.0 -159.275
416.20833333333337 -581.0 -190.0
446.0 -563.5 -217.25
482.0 -492.0 -217.0
498.5 -529.5 -219.5
509.125 -528.0 -221.5
516.5 -517.0 -222.75
476.0 -508.0 -211.5
449.0 -516.0 -201.0
454.0 -516.0 -201.25
458.5 -515.0 -200.5
378.5 -513.0 -199.0
419.0 -513.5 -198.0
436.5 -513.0 -198.0
476.5 -513.0 -265.375
414.0 -513.0 -355.875
452.0 -512.5 -446.375
421.5 -511.0 -451.25
431.0 -510.0 -525.5
409.0 -505.0 -519.75
457.5 -498.0 -515.25
460.5 -497.0 -518.5
512.0 -495.5 -517.5
527.5 -496.5 -511.5
521.5 -496.5 -512.0
518.5 -498.5 -504.75
534.5 -504.5 -499.0
540.5 -507.0 -502.25
524.5 -507.0 -503.75
506.0 -505.5 -504.0
510.0 -505.5 -505.0
563.0 -506.0 -506.0
584.5 -508.0 -506.0
578.5 -509.5 -498.0
544.0 -511.0 -493.0
506.5 -511.0 -514.0
497.5 -510.5 -513.75
597.0 -510.0 -513.75
556.375 -514.0 -514.0
535.875 -513.0 -514.5
515.375 -512.0 -515.75
508.0 -512.5 -514.5
524.0 -496.0 -488.0
518.5 -490.5 -489.0
518.3 -488.0 -497.0
518.7 -486.0 -501.75
494.5 -485.0 -507.5
466.0 -484.5 -512.25
465.5 -479.5 -512.5
468.0 -485.5 -518.5
466.5 -489.5 -523.0
468.5 -488.5 -511.25
470.5 -489.5 -495.625
471.0 -489.5 -489.79166666666663
471.5 -489.5 -483.95833333333337
542.5 -489.5 -478.25
489.5 -488.5 -536.0
460.0 -488.5 -522.5
426.5 -489.5 -520.0
536.5 -500.0 -517.0
599.875 -502.0 -515.5
595.5 -500.5 -524.0
582.0 -498.5 -524.0
562.5 -496.5 -525.5
581.5 -497.5 -526.5
535.5 -498.0 -529.75
512.0 -488.0 -530.75
524.5 -489.0 -530.5
515.0 -492.0 -527.75
520.5 -495.0 -525.25
508.5 -496.0 -523.25
508.0 -496.5 -522.5
518.0 -503.5 -530.5
525.5 -498.5 -539.25
526.0 -496.5 -538.75
507.0 -495.5 -532.5
482.0 -494.0 -527.0
485.0 -491.0 -526.5
484.5 -489.5 -526.25
488.5 -488.5 -526.0
487.0 -489.0 -526.5
488.5 -491.5 -526.25
479.5 -491.0 -528.0
484.5 -490.5 -520.75
510.5 -491.5 -511.21875
508.0 -493.0 -508.84375
502.0 -501.0 -506.46875
502.0 -502.5 -504.09375
497.0 -502.0 -500.0
496.5 -501.5 -499.75
491.0 -501.5 -507.25
490.5 -500.0 -516.5
493.0 -499.5 -521.75
491.5 -491.5 -521.5
481.5 -483.5 -521.0
513.5 -483.5 -522.5
513.0 -485.5 -520.25
512.0 -485.5 -517.75
510.5 -487.0 -519.25
498.5 -487.0 -520.25
330.5 -489.5 -516.75
81.69444444444444 -493.0 -513.0
38.47222222222223 -495.0 -511.0
-4.75 -496.0 -515.75
-47.972222222222214 -495.5 -519.5
-91.19444444444444 -495.5 -520.5
-137.0 -498.5 -520.75
-96.0 -500.5 -520.5
-169.5 -501.5 -520.25
-154.5 -502.5 -520.25
-134.30555555555554 -502.0 -520.0
-119.52777777777777 -499.0 -518.75
-104.75 -486.5 -517.75
-89.97222222222221 -306.5 -518.0
-75.19444444444444 -184.5 -518.5
-71.5 -182.5 -518.75
-58.5 -182.5 -496.25
-104.5 -183.0 -477.75
47.5 -176.2 -474.0
-0.5 -171.0 -475.25
-3.0 -165.8 -477.0
-19.5 -153.0 -469.0
-18.0 -153.5 -468.5
-10.0 -149.5 -469.0
-28.0 -148.5 -475.75
-31.0 -147.5 -476.0
28.0 -148.5 -501.25
271.5 -147.5 -505.0
265.0 -149.0 -507.25
278.5 -149.5 -507.0
269.5 -10.0 -507.0
319.04999999999995 17.0 -508.5
366.45000000000005 19.5 -508.5
429.0 19.5 -506.5
528.0 18.0 -505.0
535.5 24.5 -507.5
533.0 145.5 -507.75
469.0 137.5 -506.75
487.5 131.5 -507.0
306.16666666666663 135.0 -506.5
45.7222222222222 149.0 -506.5
-214.72222222222223 171.0 -506.75
-475.16666666666674 200.0 -506.5
-661.5 236.0 -506.25
-574.5 250.0 -507.0
-549.5 254.5 -506.25
-537.5 235.5 -505.5
-535.0 200.5 -505.5
-530.5 162.5 -504.75
-544.5 231.5 -465.75
-543.0 309.04999999999995 -287.0
-543.5 346.45000000000005 -176.9318181818182
-539.5 375.5 -82.8409090909091
-541.0 444.08333333333337 11.25
-543.0 534.4166666666666 105.3409090909091
-543.5 624.75 199.43181818181822
-542.5 677.5 293.52272727272725
-543.0 631.5 387.6136363636364
-545.5 596.0 481.7045454545455
-544.5 578.0 575.7954545454545
-545.0 548.0 669.8863636363637
-543.5 538.5 763.9772727272727
-542.0 539.0 742.0
-551.5 540.5 723.0
-607.0 540.5 701.75
-541.5 544.5 705.75
-541.5 578.5 681.0
-505.5 580.5 676.0
-502.0 590.0 685.0
-494.5 592.0 642.5
-487.0 587.5 639.25
-481.5 576.5 630.5
-476.0 573.0 618.75
-475.5 633.5 703.75
-476.0 571.0 793.25
-477.0 575.5 759.5
-476.5 579.0 727.0
-477.0 632.0 730.5
-480.0 572.5 735.5
-520.0 560.5 702.5
-520.5 553.5 722.0
-521.5 552.0 597.5
-526.5 548.5 609.75
-533.0 544.5 608.25
-573.0 545.0 605.75
-520.0 547.5 599.75
-531.0 519.5 592.25
-629.5 514.5 588.75
-647.0 515.875 587.125
-654.0 517.0 585.0
-655.0 518.0 587.0
-654.25 516.5 589.5
-719.5 508.0 589.0
-734.0 505.75 587.5
-744.5 505.75 588.0
-757.5 509.0 605.0
-777.75 513.25 634.5
-777.875 514.25 654.5
-773.375 513.75 591.5
-754.0 514.0 592.5
-753.25 515.0 618.5
-745.0 513.75 617.0
-745.5 501.5 724.5
-682.25 528.1875 615.5
-672.5 542.4375 614.5
-620.25 546.5 613.0
-646.75 558.25 619.5
-629.0 551.0 617.5
-624.25 535.0 616.5
-642.5 497.38157894736844 618.0
-645.25 388.9078947368421 613.5
-613.0 280.43421052631584 602.5
-579.25 171.96052631578948 608.5
-594.0 63.48684210526315 543.5
-581.75 -44.98684210526312 475.125
-577.875 -153.46052631578948 380.77272727272725
-579.5 -261.9342105263158 257.1363636363636
-602.0 -370.4078947368421 133.49999999999997
-579.0 -478.88157894736844 9.863636363636346
-575.0 -613.0 -113.77272727272731
-562.0 -581.5 -202.75
-560.0 -539.5 -191.75
-553.5 -520.0 -196.25
-549.0 -505.0 -199.0
-544.5 -486.5 -204.0
-588.0 -489.0 -197.5
-652.0 -486.0 -189.0
-771.0 -470.5 -186.75
-810.5 -454.5 -185.0
-831.0 -458.5 -168.25
-851.0 -454.5 -166.5
-866.85 -463.5 -165.25
-742.25 -488.5 -164.75
-617.65 -519.5 -163.25
-584.0 -537.5 -163.0
-584.0 -538.5 -163.5
-585.5 -514.0 -164.75
-587.0 -475.20000000000005 -163.75
-615.5 -424.79999999999995 -163.75
-549.0 -382.0 -164.0
-544.5 -227.0 -164.0
-540.5 -152.0 -162.5
-540.0 -176.5 -163.5
-529.5 -205.0 -163.0
-527.0 -213.5 -162.75
-524.0 -134.89285714285717 -161.25
-521.5 -22.75 -162.5
-518.5 89.39285714285714 -162.5
-434.5 174.0 -163.25
-227.09090909090912 201.0 -164.5
-42.54545454545456 365.3125 -164.5
141.99999999999997 494.5625 -164.0
326.5454545454545 605.5 -163.25
511.090909090909 587.0 -162.75
648.0 579.0 -162.75
644.0 546.0 -162.0
649.5 539.5 -161.75
580.5 540.5 -160.75
513.5 541.5 -160.0
570.5 549.0 -160.5
557.0 546.5 -161.75
551.5 543.0 -162.75
528.5 538.0 -163.25
497.0 529.0 -163.25
348.1428571428571 523.5 -164.0
140.71428571428572 519.5 -155.0
-66.7142857142857 519.5 -112.25
-274.1428571428571 520.0 -110.25
-435.5 521.0 -110.0
-440.5 525.0 -109.75
-477.0 538.0 -91.66666666666666
-492.0 553.0 -112.33333333333334
-498.5 568.0 -133.0
-501.0 578.5 -147.5
-567.0 577.5 -148.0
-650.0 561.0 -147.25
-654.25 531.5 -148.25
-636.5 500.5 -132.25
-661.0 469.5 -101.5
-617.0 435.5 -104.5
-630.0 436.0 -105.25
-652.0 451.0 -106.0
-643.5 474.0 -106.25
-648.5 506.0 -168.0
-647.0 526.5 -173.75
-558.0 537.0 -173.0
-597.0 541.5 -173.25
-557.5 544.0 -172.0
-555.5 548.0 -173.5
-555.5 550.0 -174.0
-554.5 551.5 -175.0
-555.5 553.0 -175.75
-557.5 553.0 -176.25
-561.5 550.0 -176.5
-566.0 542.5 -176.25
-571.5 537.0 -177.0
-577.0 542.5 -177.5
-588.0 557.5 -177.0
-593.5 570.5 -177.25
-599.0 586.0 -178.25
-609.3333333333333 584.0 -189.5
-628.6666666666667 597.0 -190.5
-648.0 605.0 -191.25
-642.5 608.0 -191.25
-594.0 613.5 -192.25
-584.0 612.0 -192.0
-615.0 599.375 -192.0
-582.0 586.5416666666667 -192.0
-488.5 573.7083333333333 -182.75
-436.0 506.5 -173.5
-476.0 446.0 -174.0
-487.5 414.5 -174.5
-502.0 392.5 -173.5
-538.2857142857142 396.5 -173.5
-545.4285714285713 432.5 -173.25
-552.5714285714287 488.5 -173.0
-559.7142857142858 536.5 -173.25
-579.0 575.0 -169.5
-559.0 590.0 -166.5
-515.5 580.0 -163.5
-507.5 551.5 -162.75
-507.0 513.0 -161.75
-555.5 474.0 -160.5
-549.0 452.0 -160.5
-533.5 449.5 -160.5
-516.0 465.0 -160.5
-506.5 489.0 -160.5
-520.5 520.0 -162.0
-530.0 541.5 -162.0
-585.0 552.0 -161.5
-585.0 552.5 -161.5
-546.3333333333333 537.5 -162.0
-507.6666666666667 516.5 -162.25
-469.0 501.5 -162.75
-457.0 495.5 -162.5
-502.5 497.0 -162.5
-474.0 508.5 -162.25
-462.5 520.0 -162.0
-489.5 532.0 -161.75
-504.0 538.0 -162.0
-509.5 539.5 -161.75
-473.5 538.5 -160.0
-446.0 526.5 -162.5
-522.0 512.5 -178.5
-528.0 509.5 -178.75
-519.5 506.5 -178.5
-523.0 506.0 -177.25
-543.5 506.0 -177.0
-563.0 511.5 -176.0
-561.5 520.5 -175.25
-560.5 520.5 -175.5
-561.0 522.0 -175.5
-562.5 521.0 -176.0
-560.5 519.0 -176.0
-553.0 518.0 -178.0
-492.5 518.5 -173.8125
-495.5 507.5 -167.5625
-495.5 511.0 -161.3125
-495.5 513.5 -155.0625
-496.0 515.0 -176.5
-496.5 515.5 -176.5
-496.5 515.5 -177.0
-500.0 513.0 -178.0
-500.0 515.5 -177.0
-494.5 518.5 -176.5
-495.5 520.5 -177.25
-484.0 520.0 -179.25
-479.0 519.0 -179.25
-480.0 517.5 -179.5
-480.5 518.0 -179.25
-477.0 518.0 -180.5
-475.5 518.0 -180.5
-477.5 516.5 -181.75
-479.0 516.5 -181.75
-478.5 514.5 -181.5
-478.0 512.5 -181.5
-481.0 510.5 -182.0
-493.5 503.5 -182.5
-493.0 504.0 -182.5
-495.5 504.5 -181.5
-499.0 508.5 -174.75
-495.0 508.5 -171.0
-496.5 506.5 -167.5
-496.0 461.25 -167.5
-490.5 480.25 -167.25
-444.0833333333333 499.25 -167.0
-386.19444444444446 518.5 -166.5
-328.30555555555554 521.5 -165.5
-270.4166666666667 525.0 -166.25
-227.5 525.0 -167.0
-215.0 525.0 -165.5
11.0 525.5 -164.25
245.70000000000002 527.0 -164.0
439.29999999999995 528.5 -163.5
584.0 528.0 -163.5
472.125 525.0 -162.5
513.0 520.5 -162.25
510.5 519.5 -162.0
492.5 505.0 -162.5
534.5 501.5 -163.25
533.5 500.0 -164.5
537.0 498.5 -164.75
542.0 499.0 -245.0
540.5 493.0 -389.5
544.5 490.0 -509.0
547.0 487.5 -501.25
545.5 485.0 -530.0
546.0 484.5 -506.75
542.5 492.0 -514.5
533.0 496.5 -514.0
571.5 500.0 -513.75
566.0 505.5 -513.25
557.0 508.0 -512.0
553.5 511.5 -512.25
553.5 519.5 -511.75
555.5 530.0 -511.75
530.5 539.5 -511.25
506.5 549.5 -512.5
518.0 557.0 -512.25
478.5 567.0 -512.5
472.5 572.0 -512.75
476.0 576.0 -514.5
476.0 590.0 -516.0
474.5 607.5 -497.5
498.5 608.75 -478.375
470.5 610.5 -477.54166666666663
458.5 591.0 -476.70833333333337
428.5 595.0 -465.0
401.54999999999995 590.5 -510.0
364.95000000000005 583.0 -511.75
324.5 590.5 -510.75
353.5 609.0 -510.5
278.5 621.5 -511.5
138.625 600.5 -513.75
-75.875 573.5 -516.0
-290.375 568.0 -515.25
-504.875 555.5 -513.75
-740.0 538.5 -511.0
-659.0 528.5 -503.75
-619.5 518.0 -497.75
-617.0 520.25 -497.25
-608.75 519.0 -495.0
-620.0 515.0 -492.0
-613.0 515.3 -490.5
-615.5 514.5 -489.0
-622.5 513.7 -488.5
-622.0 517.0 -488.5
-558.5 524.5 -487.0
-540.0 529.0 -486.0
-512.75 524.75 -485.0
-526.0 514.5 -485.0
-525.0 500.25 -484.5
-523.5 490.75 -485.0
-517.75 479.5 -484.5
-523.5 484.75 -485.5
-537.25 504.0 -487.5
-552.25 528.0 -486.5
-550.0 544.75 -486.5
-550.25 542.75 -487.5
-548.5 531.25 -489.0
-547.0 519.5 -489.5
-542.5 509.25 -489.5
-538.75 503.25 -489.5
-476.75 513.5 -489.5
-467.0 534.125 -489.0
-472.25 538.625 -489.25
-477.0 543.125 -488.25
-494.75 547.0 -488.25
-495.0 530.0 -488.0
-489.0 501.79999999999995 -488.25
-496.0 468.20000000000005 -487.5
-491.5 479.5 -485.5
-486.5 512.0 -483.75
-505.0 512.5 -482.25
-495.5 511.0 -480.0
-501.5 515.5 -479.0
-506.0 522.0 -478.75
-491.0 528.0 -478.5
-511.5 528.5 -478.25
-490.0 531.0 -478.75
-443.5 545.5 -479.75
-464.0 554.0 -480.0
-492.5 556.5 -480.5
-491.5 551.0 -480.75
-500.5 538.5 -481.5
-505.5 521.5 -481.0
-504.5 518.0 -482.5
-508.0 502.0 -482.5
-528.0 501.0 -482.75
-528.0 493.0 -482.75
-515.0 493.0 -483.75
-516.5 494.0 -485.0
-524.0 495.0 -487.5
-515.0 485.5 -490.0
-507.5 468.0 -457.0
-512.0 454.0 -387.17857142857144
-499.0 457.0 -332.75
-509.5 476.5 -278.32142857142856
-521.5 493.5 -144.25
-520.0 491.5 -203.25
-555.0 491.5 -192.5
-557.0 502.0 -194.25
-583.0 510.5 -194.25
-587.5 512.5 -194.0
-581.5 505.5 -193.0
-538.0 472.07142857142856 -193.0
-529.0 425.5 -193.75
-519.5 378.92857142857144 -194.25
-512.0 342.5 -196.25
-513.0 353.5 -196.75
-529.0 266.0 -196.75
-538.5 180.79166666666669 -165.75
-534.5 65.95833333333334 -165.0
-536.5 -48.874999999999986 -166.75
-530.0 -163.70833333333331 -167.5
-534.0 -278.54166666666663 -167.75
-526.5 -393.37499999999994 -167.25
-516.5 -423.5 -167.5
-512.0 -248.0 -166.75
-508.5 -219.0 -167.75
-502.0 -170.5 -168.0
-501.0 -124.5 -168.0
-510.0 -6.0 -167.75
-523.0 211.75 -167.5
-525.0 364.75 -167.25
-483.0 517.75 -165.0
-479.0 517.5 -164.0
-532.5 497.5 -162.5
-528.5 487.5 -162.25
-533.5 490.0 -162.25
-539.5 495.0 -162.75
-540.0 505.5 -163.5
-542.5 508.0 -163.0
-544.0 508.0 -162.25
-537.0 511.5 -162.0
-522.0 509.5 -163.75
-519.0 513.0 -163.5
-511.0 515.0 -171.25
-511.0 513.0 -179.75
-505.0 457.22727272727275 -180.25
-503.0 380.8636363636364 -181.0
-511.0 304.5 -180.75
-511.0 228.13636363636365 -180.5
-512.0 151.77272727272728 -181.0
-517.0 58.0 -180.0
-516.5 -91.25 -179.0
-520.0 -241.58333333333334 -179.0
-519.5 -391.9166666666667 -178.25
-521.5 -594.0 -179.25
-507.0 -602.875 -179.0
-489.0 -543.5 -180.25
-488.5 -517.5 -181.0
-488.0 -519.0 -182.0
-483.0 -522.5 -178.640625
-493.0 -512.0 -173.203125
-501.0 -507.0 -167.765625
-494.5 -508.5 -162.328125
-487.5 -509.0 -156.890625
-480.0 -509.5 -151.453125
-471.5 -507.0 -146.015625
-463.0 -503.5 -140.578125
-437.5 -499.5 -154.0
-129.54166666666666 -482.5 -138.0
92.29166666666667 -467.5 -163.25
314.125 -463.0 -158.25
498.5 -458.5 -154.3409090909091
602.0 -456.0 -157.70454545454544
611.0 -457.5 -161.0681818181818
543.5 -467.5 -164.4318181818182
522.0 -477.5 -167.79545454545456
514.0 -477.0 -171.1590909090909
488.5 -474.5 -175.25
472.0 -473.0 -174.25
470.0 -475.0 -173.5
455.5 -479.5 -135.5
436.0 -482.5 -84.25
457.0 -482.0 -86.25
485.5 -479.0 -87.5
501.0 -474.0 -87.75
501.5 -473.0 -87.0
502.5 -475.5 -86.75
505.0 -478.0 -87.0
506.0 -477.0 -87.0
505.0 -477.0 -87.5
505.0 -476.0 -94.5
508.0 -477.0 -133.5
495.0 -477.0 -133.5
442.5 -480.0 -132.75
441.0 -482.0 -131.5
443.5 -482.0 -131.5
444.0 -477.5 -132.25
447.5 -465.5 -132.25
448.0 -441.0 -132.5
449.5 -237.49999999999997 -132.25
481.0 3.0 -132.5
474.0 74.5 -132.5
456.5 100.5 -132.75
447.0 119.0 -135.15
441.5 271.65 -145.75
